Academic Year,County Name,District Name,School Name,School Type,Educational_Type,Low Grade,High Grade,1718_Enrollment,1718_Free_Meal_Count,1718_Free_Meal_Percent,1718_FRPM_Count,1718_FRPM_Percent
2017-2018,Alameda,Alameda Unified,The Academy of Alameda Elementary,Elementary Schools (Public),Traditional,K,5,203,43,0.212,43,0.212
2017-2018,Alameda,Alameda Unified,Encinal Junior/Senior High,K-12 Schools (Public),Traditional,6,12,1329,534,0.402,587,0.442
2017-2018,Alameda,Alameda Unified,Island High (Continuation),Continuation High Schools,Continuation School,9,12,111,54,0.486,58,0.523
2017-2018,Alameda,Alameda Unified,Donald D. Lum Elementary,Elementary Schools (Public),Traditional,4,5,87,28,0.322,30,0.345
2017-2018,Alameda,Alameda Unified,Edison Elementary,Elementary Schools (Public),Traditional,K,5,470,55,0.11699999999999999,67,0.14300000000000002
2017-2018,Alameda,Alameda Unified,Frank Otis Elementary,Elementary Schools (Public),Traditional,K,5,644,100,0.155,111,0.172
2017-2018,Alameda,Alameda Unified,Franklin Elementary,Elementary Schools (Public),Traditional,K,5,345,68,0.19699999999999998,73,0.212
2017-2018,Alameda,Alameda Unified,Henry Haight Elementary,Elementary Schools (Public),Traditional,K,5,554,258,0.466,276,0.498
2017-2018,Alameda,Alameda Unified,Lincoln Middle,Intermediate/Middle Schools (Public),Traditional,6,8,873,130,0.149,150,0.172
2017-2018,Alameda,Alameda Unified,Will C. Wood Middle,Intermediate/Middle Schools (Public),Traditional,6,8,519,225,0.434,257,0.495
2017-2018,Alameda,Alameda Unified,William G. Paden Elementary,Elementary Schools (Public),Traditional,K,5,374,155,0.414,167,0.447
2017-2018,Alameda,Alameda Unified,Amelia Earhart Elementary,Elementary Schools (Public),Traditional,K,5,643,70,0.109,82,0.128
2017-2018,Alameda,Alameda Unified,Bay Farm,Elementary Schools (Public),Traditional,K,8,640,56,0.08800000000000001,71,0.111
2017-2018,Alameda,Albany City Unified,"Nonpublic, Nonsectarian Schools",,,,,2,1,0.5,1,0.5
2017-2018,Alameda,Albany City Unified,MacGregor High (Continuation),Continuation High Schools,Continuation School,10,12,12,3,0.25,6,0.5
2017-2018,Alameda,Albany City Unified,Albany High,High Schools (Public),Traditional,9,12,1129,202,0.179,232,0.205
2017-2018,Alameda,Albany City Unified,Cornell Elementary,Elementary Schools (Public),Traditional,K,5,553,68,0.12300000000000001,80,0.145
2017-2018,Alameda,Albany City Unified,Albany Middle,Intermediate/Middle Schools (Public),Traditional,6,8,880,136,0.155,166,0.18899999999999997
2017-2018,Alameda,Albany City Unified,Marin Elementary,Elementary Schools (Public),Traditional,K,5,508,64,0.126,73,0.14400000000000002
2017-2018,Alameda,Albany City Unified,Ocean View Elementary,Elementary Schools (Public),Traditional,K,5,574,161,0.28,181,0.315
2017-2018,Alameda,Berkeley Unified,"Nonpublic, Nonsectarian Schools",,,,,30,8,0.267,8,0.267
2017-2018,Alameda,Berkeley Unified,REALM Charter Middle,Intermediate/Middle Schools (Public),Traditional,6,8,187,131,0.701,143,0.765
2017-2018,Alameda,Berkeley Unified,REALM Charter High,High Schools (Public),Traditional,9,12,344,213,0.619,251,0.73
2017-2018,Alameda,Berkeley Unified,Berkeley High,High Schools (Public),Traditional,9,12,3117,809,0.26,884,0.284
2017-2018,Alameda,Berkeley Unified,Berkeley Technology Academy,Continuation High Schools,Continuation School,10,12,51,37,0.725,37,0.725
2017-2018,Alameda,Berkeley Unified,Martin Luther King Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1024,250,0.244,279,0.272
2017-2018,Alameda,Berkeley Unified,Willard Middle,Intermediate/Middle Schools (Public),Traditional,6,8,634,214,0.33799999999999997,243,0.38299999999999995
2017-2018,Alameda,Berkeley Unified,Rosa Parks Environmental Science Magnet,Elementary Schools (Public),Traditional,K,5,445,99,0.222,105,0.23600000000000002
2017-2018,Alameda,Berkeley Unified,Cragmont Elementary,Elementary Schools (Public),Traditional,K,5,399,128,0.321,140,0.35100000000000003
2017-2018,Alameda,Berkeley Unified,Emerson Elementary,Elementary Schools (Public),Traditional,K,5,320,106,0.331,119,0.37200000000000005
2017-2018,Alameda,Berkeley Unified,Jefferson Elementary,Elementary Schools (Public),Traditional,K,5,408,111,0.272,130,0.319
2017-2018,Alameda,Berkeley Unified,Leconte Elementary,Elementary Schools (Public),Traditional,K,5,381,124,0.325,142,0.373
2017-2018,Alameda,Berkeley Unified,Malcolm X Elementary,Elementary Schools (Public),Traditional,K,5,551,126,0.22899999999999998,138,0.25
2017-2018,Alameda,Berkeley Unified,Longfellow Arts and Technology Middle,Intermediate/Middle Schools (Public),Traditional,6,8,498,246,0.494,281,0.564
2017-2018,Alameda,Berkeley Unified,Oxford Elementary,Elementary Schools (Public),Traditional,K,5,290,96,0.331,103,0.355
2017-2018,Alameda,Berkeley Unified,Thousand Oaks Elementary,Elementary Schools (Public),Traditional,K,5,423,154,0.364,181,0.428
2017-2018,Alameda,Berkeley Unified,Washington Elementary,Elementary Schools (Public),Traditional,K,5,500,131,0.262,157,0.314
2017-2018,Alameda,Berkeley Unified,Berkeley Arts Magnet at Whittier,Elementary Schools (Public),Traditional,K,5,442,132,0.299,148,0.335
2017-2018,Alameda,Berkeley Unified,John Muir Elementary,Elementary Schools (Public),Traditional,K,5,296,100,0.33799999999999997,116,0.392
2017-2018,Alameda,Castro Valley Unified,"Nonpublic, Nonsectarian Schools",,,,,7,2,0.28600000000000003,2,0.28600000000000003
2017-2018,Alameda,Castro Valley Unified,Roy A. Johnson High,Special Education Schools (Public),Special Education School,9,12,13,3,0.231,3,0.231
2017-2018,Alameda,Castro Valley Unified,Castro Valley High,High Schools (Public),Traditional,9,12,2934,578,0.19699999999999998,698,0.23800000000000002
2017-2018,Alameda,Castro Valley Unified,Castro Valley Virtual Academy,K-12 Schools (Public),Traditional,K,12,13,4,0.308,4,0.308
2017-2018,Alameda,Castro Valley Unified,Redwood Continuation High,Continuation High Schools,Continuation School,9,12,109,48,0.44,52,0.47700000000000004
2017-2018,Alameda,Castro Valley Unified,Castro Valley Elementary,Elementary Schools (Public),Traditional,K,5,474,177,0.373,220,0.46399999999999997
2017-2018,Alameda,Castro Valley Unified,Chabot Elementary,Elementary Schools (Public),Traditional,K,5,468,71,0.152,95,0.203
2017-2018,Alameda,Castro Valley Unified,Creekside Middle,Intermediate/Middle Schools (Public),Traditional,6,8,784,154,0.196,194,0.247
2017-2018,Alameda,Castro Valley Unified,Independent Elementary,Elementary Schools (Public),Traditional,K,5,660,95,0.14400000000000002,111,0.168
2017-2018,Alameda,Castro Valley Unified,Marshall Elementary,Elementary Schools (Public),Traditional,K,5,502,158,0.315,187,0.373
2017-2018,Alameda,Castro Valley Unified,Palomares Elementary,Elementary Schools (Public),Traditional,K,5,145,20,0.138,23,0.159
2017-2018,Alameda,Castro Valley Unified,Proctor Elementary,Elementary Schools (Public),Traditional,K,5,494,64,0.13,86,0.174
2017-2018,Alameda,Castro Valley Unified,Stanton Elementary,Elementary Schools (Public),Traditional,K,5,467,113,0.242,148,0.317
2017-2018,Alameda,Castro Valley Unified,Vannoy Elementary,Elementary Schools (Public),Traditional,K,5,434,42,0.09699999999999999,50,0.115
2017-2018,Alameda,Castro Valley Unified,Canyon Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1388,285,0.205,338,0.244
2017-2018,Alameda,Castro Valley Unified,Jensen Ranch Elementary,Elementary Schools (Public),Traditional,K,5,420,30,0.071,38,0.09
2017-2018,Alameda,Emery Unified,Emery Secondary,High Schools (Public),Traditional,9,12,179,117,0.654,132,0.737
2017-2018,Alameda,Emery Unified,Anna Yates Elementary,Elementary Schools (Public),Traditional,K,8,511,344,0.6729999999999999,392,0.767
2017-2018,Alameda,Fremont Unified,"Nonpublic, Nonsectarian Schools",,,,,46,9,0.196,9,0.196
2017-2018,Alameda,Fremont Unified,Young Adult Program,Special Education Schools (Public),Special Education School,9,12,40,3,0.075,3,0.075
2017-2018,Alameda,Fremont Unified,American High,High Schools (Public),Traditional,9,12,2273,371,0.163,439,0.193
2017-2018,Alameda,Fremont Unified,Robertson High (Continuation),Continuation High Schools,Continuation School,9,12,167,78,0.467,83,0.49700000000000005
2017-2018,Alameda,Fremont Unified,Vista Alternative,Alternative Schools of Choice,Alternative School of Choice,7,12,25,9,0.36,9,0.36
2017-2018,Alameda,Fremont Unified,Circle of Independent Learning,K-12 Schools (Public),Traditional,K,12,347,115,0.331,143,0.41200000000000003
2017-2018,Alameda,Fremont Unified,Irvington High,High Schools (Public),Traditional,9,12,2360,305,0.129,358,0.152
2017-2018,Alameda,Fremont Unified,John F. Kennedy High,High Schools (Public),Traditional,9,12,1379,408,0.29600000000000004,527,0.382
2017-2018,Alameda,Fremont Unified,Mission San Jose High,High Schools (Public),Traditional,9,12,2014,110,0.055,118,0.059000000000000004
2017-2018,Alameda,Fremont Unified,Washington High,High Schools (Public),Traditional,9,12,1940,432,0.223,519,0.268
2017-2018,Alameda,Fremont Unified,John Blacow Elementary,Elementary Schools (Public),Traditional,K,6,461,153,0.332,197,0.42700000000000005
2017-2018,Alameda,Fremont Unified,Brier Elementary,Elementary Schools (Public),Traditional,K,6,718,224,0.312,277,0.386
2017-2018,Alameda,Fremont Unified,Cabrillo Elementary,Elementary Schools (Public),Traditional,K,6,426,167,0.392,217,0.509
2017-2018,Alameda,Fremont Unified,E. M. Grimmer Elementary,Elementary Schools (Public),Traditional,K,6,495,208,0.42,244,0.493
2017-2018,Alameda,Fremont Unified,Glenmoor Elementary,Elementary Schools (Public),Traditional,K,6,651,175,0.26899999999999996,207,0.318
2017-2018,Alameda,Fremont Unified,Harvey Green Elementary,Elementary Schools (Public),Traditional,K,6,510,125,0.245,141,0.276
2017-2018,Alameda,Fremont Unified,J. Haley Durham Elementary,Elementary Schools (Public),Traditional,K,6,662,140,0.21100000000000002,184,0.278
2017-2018,Alameda,Fremont Unified,James Leitch Elementary,Elementary Schools (Public),Traditional,K,3,902,36,0.04,38,0.042
2017-2018,Alameda,Fremont Unified,Joseph Azevada Elementary,Elementary Schools (Public),Traditional,K,6,633,104,0.16399999999999998,135,0.213
2017-2018,Alameda,Fremont Unified,Tom Maloney Elementary,Elementary Schools (Public),Traditional,K,6,591,117,0.198,134,0.22699999999999998
2017-2018,Alameda,Fremont Unified,John G. Mattos Elementary,Elementary Schools (Public),Traditional,K,6,636,76,0.11900000000000001,88,0.138
2017-2018,Alameda,Fremont Unified,Mission Valley Elementary,Elementary Schools (Public),Traditional,K,6,709,59,0.083,66,0.09300000000000001
2017-2018,Alameda,Fremont Unified,Niles Elementary,Elementary Schools (Public),Traditional,K,6,605,61,0.10099999999999999,76,0.126
2017-2018,Alameda,Fremont Unified,O. N. Hirsch Elementary,Elementary Schools (Public),Traditional,K,6,570,107,0.188,125,0.21899999999999997
2017-2018,Alameda,Fremont Unified,Parkmont Elementary,Elementary Schools (Public),Traditional,K,6,881,79,0.09,91,0.10300000000000001
2017-2018,Alameda,Fremont Unified,Patterson Elementary,Elementary Schools (Public),Traditional,K,6,770,158,0.205,177,0.23
2017-2018,Alameda,Fremont Unified,Vallejo Mill Elementary,Elementary Schools (Public),Traditional,K,6,542,132,0.244,148,0.273
2017-2018,Alameda,Fremont Unified,Warm Springs Elementary,Elementary Schools (Public),Traditional,3,6,1073,47,0.044000000000000004,52,0.048
2017-2018,Alameda,Fremont Unified,Centerville Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,1006,230,0.22899999999999998,284,0.282
2017-2018,Alameda,Fremont Unified,G. M. Walters Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,742,247,0.33299999999999996,309,0.41600000000000004
2017-2018,Alameda,Fremont Unified,John M. Horner Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,1212,156,0.129,179,0.14800000000000002
2017-2018,Alameda,Fremont Unified,Thornton Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,1333,171,0.128,209,0.157
2017-2018,Alameda,Fremont Unified,William Hopkins Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,1126,58,0.052000000000000005,72,0.064
2017-2018,Alameda,Fremont Unified,John Gomes Elementary,Elementary Schools (Public),Traditional,K,6,778,41,0.053,50,0.064
2017-2018,Alameda,Fremont Unified,Brookvale Elementary,Elementary Schools (Public),Traditional,K,6,717,94,0.131,106,0.14800000000000002
2017-2018,Alameda,Fremont Unified,Warwick Elementary,Elementary Schools (Public),Traditional,K,6,910,133,0.146,150,0.165
2017-2018,Alameda,Fremont Unified,Joshua Chadbourne Elementary,Elementary Schools (Public),Traditional,K,6,747,39,0.052000000000000005,40,0.054000000000000006
2017-2018,Alameda,Fremont Unified,Mission San Jose Elementary,Elementary Schools (Public),Traditional,K,6,550,20,0.036000000000000004,22,0.04
2017-2018,Alameda,Fremont Unified,Oliveira Elementary,Elementary Schools (Public),Traditional,K,6,858,132,0.154,165,0.192
2017-2018,Alameda,Fremont Unified,Steven Millard Elementary,Elementary Schools (Public),Traditional,K,6,578,80,0.138,114,0.19699999999999998
2017-2018,Alameda,Fremont Unified,Ardenwood Elementary,Elementary Schools (Public),Traditional,K,6,948,74,0.078,83,0.08800000000000001
2017-2018,Alameda,Fremont Unified,Fred E. Weibel Elementary,Elementary Schools (Public),Traditional,K,6,833,53,0.064,56,0.067
2017-2018,Alameda,Fremont Unified,Forest Park Elementary,Elementary Schools (Public),Traditional,K,6,1013,40,0.039,48,0.047
2017-2018,Alameda,Hayward Unified,"Nonpublic, Nonsectarian Schools",,,,,67,13,0.19399999999999998,13,0.19399999999999998
2017-2018,Alameda,Hayward Unified,Leadership Public Schools - Hayward,High Schools (Public),Traditional,9,12,593,254,0.428,364,0.614
2017-2018,Alameda,Hayward Unified,Stonebrae Elementary,Elementary Schools (Public),Traditional,K,6,746,314,0.42100000000000004,349,0.46799999999999997
2017-2018,Alameda,Hayward Unified,Impact Academy of Arts & Technology,High Schools (Public),Traditional,7,12,708,359,0.507,458,0.647
2017-2018,Alameda,Hayward Unified,Golden Oak Montessori of Hayward,Elementary Schools (Public),Traditional,1,8,249,46,0.185,60,0.24100000000000002
2017-2018,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Elementary Schools (Public),Traditional,K,8,557,285,0.512,341,0.612
2017-2018,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,High Schools (Public),Traditional,9,12,198,106,0.535,116,0.586
2017-2018,Alameda,Hayward Unified,Highland,Special Education Schools (Public),Special Education School,K,12,25,19,0.76,21,0.84
2017-2018,Alameda,Hayward Unified,Brenkwitz High,Continuation High Schools,Continuation School,9,12,187,134,0.7170000000000001,147,0.7859999999999999
2017-2018,Alameda,Hayward Unified,Hayward High,High Schools (Public),Traditional,9,12,1607,980,0.61,1141,0.71
2017-2018,Alameda,Hayward Unified,Mt. Eden High,High Schools (Public),Traditional,9,12,1978,1080,0.546,1294,0.654
2017-2018,Alameda,Hayward Unified,Tennyson High,High Schools (Public),Traditional,9,12,1446,977,0.6759999999999999,1088,0.752
2017-2018,Alameda,Hayward Unified,Bowman Elementary,Elementary Schools (Public),Traditional,K,6,350,231,0.66,259,0.74
2017-2018,Alameda,Hayward Unified,Burbank Elementary,Elementary Schools (Public),Traditional,K,6,914,530,0.58,602,0.659
2017-2018,Alameda,Hayward Unified,Cherryland Elementary,Elementary Schools (Public),Traditional,K,6,759,496,0.653,543,0.715
2017-2018,Alameda,Hayward Unified,East Avenue Elementary,Elementary Schools (Public),Traditional,K,6,581,295,0.508,352,0.606
2017-2018,Alameda,Hayward Unified,Eldridge Elementary,Elementary Schools (Public),Traditional,K,6,423,257,0.608,301,0.7120000000000001
2017-2018,Alameda,Hayward Unified,Fairview Elementary,Elementary Schools (Public),Traditional,K,6,567,352,0.621,404,0.713
2017-2018,Alameda,Hayward Unified,Glassbrook Elementary,Elementary Schools (Public),Traditional,K,6,537,363,0.6759999999999999,386,0.7190000000000001
2017-2018,Alameda,Hayward Unified,Harder Elementary,Elementary Schools (Public),Traditional,K,6,608,372,0.612,410,0.674
2017-2018,Alameda,Hayward Unified,Longwood Elementary,Elementary Schools (Public),Traditional,K,6,663,427,0.644,463,0.698
2017-2018,Alameda,Hayward Unified,Lorin A. Eden Elementary,Elementary Schools (Public),Traditional,K,6,421,203,0.48200000000000004,236,0.561
2017-2018,Alameda,Hayward Unified,Palma Ceia Elementary,Elementary Schools (Public),Traditional,K,6,557,344,0.618,399,0.716
2017-2018,Alameda,Hayward Unified,Park Elementary,Elementary Schools (Public),Traditional,K,6,552,384,0.696,423,0.7659999999999999
2017-2018,Alameda,Hayward Unified,Ruus Elementary,Elementary Schools (Public),Traditional,K,6,536,326,0.608,377,0.703
2017-2018,Alameda,Hayward Unified,Schafer Park Elementary,Elementary Schools (Public),Traditional,K,6,768,477,0.621,519,0.6759999999999999
2017-2018,Alameda,Hayward Unified,Southgate Elementary,Elementary Schools (Public),Traditional,K,6,681,344,0.505,406,0.596
2017-2018,Alameda,Hayward Unified,Treeview Elementary,Elementary Schools (Public),Traditional,K,6,500,308,0.616,343,0.6859999999999999
2017-2018,Alameda,Hayward Unified,Bret Harte Middle,Intermediate/Middle Schools (Public),Traditional,7,8,613,369,0.602,424,0.6920000000000001
2017-2018,Alameda,Hayward Unified,Cesar Chavez Middle,Intermediate/Middle Schools (Public),Traditional,7,8,548,377,0.688,427,0.779
2017-2018,Alameda,Hayward Unified,Anthony W. Ochoa Middle,Intermediate/Middle Schools (Public),Traditional,7,8,571,340,0.595,394,0.69
2017-2018,Alameda,Hayward Unified,Winton Middle,Intermediate/Middle Schools (Public),Traditional,7,8,509,358,0.703,404,0.794
2017-2018,Alameda,Hayward Unified,Strobridge Elementary,Elementary Schools (Public),Traditional,K,6,540,311,0.5760000000000001,348,0.644
2017-2018,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",Intermediate/Middle Schools (Public),Traditional,7,8,732,448,0.612,511,0.698
2017-2018,Alameda,Hayward Unified,Eden Gardens Elementary,Elementary Schools (Public),Traditional,K,6,587,286,0.48700000000000004,331,0.564
2017-2018,Alameda,Hayward Unified,Tyrrell Elementary,Elementary Schools (Public),Traditional,K,6,716,528,0.737,568,0.7929999999999999
2017-2018,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,Elementary Schools (Public),Traditional,K,8,140,88,0.629,101,0.721
2017-2018,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",,,,,19,2,0.105,2,0.105
2017-2018,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,Alternative Schools of Choice,Alternative School of Choice,1,12,133,31,0.233,31,0.233
2017-2018,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Continuation High Schools,Continuation School,7,12,115,61,0.53,66,0.574
2017-2018,Alameda,Livermore Valley Joint Unified,Granada High,High Schools (Public),Traditional,9,12,2261,404,0.179,435,0.192
2017-2018,Alameda,Livermore Valley Joint Unified,Livermore High,High Schools (Public),Traditional,9,12,1936,407,0.21,450,0.23199999999999998
2017-2018,Alameda,Livermore Valley Joint Unified,Lawrence Elementary,Elementary Schools (Public),Traditional,K,5,321,37,0.115,37,0.115
2017-2018,Alameda,Livermore Valley Joint Unified,Junction K-8,Elementary Schools (Public),Traditional,K,8,888,546,0.615,573,0.645
2017-2018,Alameda,Livermore Valley Joint Unified,East Avenue Middle,Intermediate/Middle Schools (Public),Traditional,6,8,648,163,0.252,191,0.295
2017-2018,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,Elementary Schools (Public),Traditional,K,5,738,54,0.073,60,0.081
2017-2018,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Elementary Schools (Public),Traditional,K,5,552,209,0.379,226,0.409
2017-2018,Alameda,Livermore Valley Joint Unified,Joe Michell,Elementary Schools (Public),Traditional,K,8,799,149,0.18600000000000003,185,0.23199999999999998
2017-2018,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Elementary Schools (Public),Traditional,K,5,416,307,0.738,322,0.774
2017-2018,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Intermediate/Middle Schools (Public),Traditional,6,8,975,95,0.09699999999999999,107,0.11
2017-2018,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Elementary Schools (Public),Traditional,K,5,664,131,0.19699999999999998,152,0.22899999999999998
2017-2018,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Intermediate/Middle Schools (Public),Traditional,6,8,717,125,0.174,147,0.205
2017-2018,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Elementary Schools (Public),Traditional,K,5,602,124,0.20600000000000002,136,0.226
2017-2018,Alameda,Livermore Valley Joint Unified,Sunset Elementary,Elementary Schools (Public),Traditional,K,5,776,54,0.07,58,0.075
2017-2018,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Elementary Schools (Public),Traditional,P,5,610,130,0.213,147,0.24100000000000002
2017-2018,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Elementary Schools (Public),Traditional,K,5,595,106,0.17800000000000002,116,0.195
2017-2018,Alameda,Mountain House Elementary,Mountain House Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,20,16,0.8,16,0.8
2017-2018,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",,,,,7,1,0.14300000000000002,1,0.14300000000000002
2017-2018,Alameda,Newark Unified,Newark Memorial High,High Schools (Public),Traditional,9,12,1789,673,0.376,802,0.44799999999999995
2017-2018,Alameda,Newark Unified,Crossroads High (Alternative),Alternative Schools of Choice,Alternative School of Choice,K,12,55,30,0.545,31,0.564
2017-2018,Alameda,Newark Unified,Bridgepoint High (Continuation),Continuation High Schools,Continuation School,9,12,62,39,0.629,40,0.645
2017-2018,Alameda,Newark Unified,August Schilling Elementary,Elementary Schools (Public),Traditional,K,6,413,276,0.6679999999999999,312,0.755
2017-2018,Alameda,Newark Unified,E. L. Musick Elementary,Elementary Schools (Public),Traditional,K,6,295,169,0.573,191,0.647
2017-2018,Alameda,Newark Unified,H. A. Snow Elementary,Elementary Schools (Public),Traditional,K,6,360,161,0.447,192,0.5329999999999999
2017-2018,Alameda,Newark Unified,James A. Graham Elementary,Elementary Schools (Public),Traditional,K,6,412,245,0.595,276,0.67
2017-2018,Alameda,Newark Unified,Birch Grove Primary,Elementary Schools (Public),Traditional,K,6,408,122,0.299,141,0.34600000000000003
2017-2018,Alameda,Newark Unified,John F. Kennedy Elementary,Elementary Schools (Public),Traditional,K,6,390,100,0.256,113,0.29
2017-2018,Alameda,Newark Unified,Lincoln Elementary,Elementary Schools (Public),Traditional,K,6,388,177,0.456,207,0.534
2017-2018,Alameda,Newark Unified,Birch Grove Intermediate,Elementary Schools (Public),Traditional,3,6,458,169,0.369,205,0.44799999999999995
2017-2018,Alameda,Newark Unified,Newark Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,876,385,0.439,483,0.551
2017-2018,Alameda,New Haven Unified,"Nonpublic, Nonsectarian Schools",,,,,18,2,0.111,2,0.111
2017-2018,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Continuation High Schools,Continuation School,9,12,154,69,0.44799999999999995,79,0.513
2017-2018,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Alternative Schools of Choice,Alternative School of Choice,9,12,11,6,0.545,7,0.636
2017-2018,Alameda,New Haven Unified,Decoto School for Independent Study,Alternative Schools of Choice,Alternative School of Choice,K,12,118,56,0.475,59,0.5
2017-2018,Alameda,New Haven Unified,James Logan High,High Schools (Public),Traditional,9,12,3735,1360,0.364,1734,0.46399999999999997
2017-2018,Alameda,New Haven Unified,Alvarado Elementary,Elementary Schools (Public),Traditional,K,5,767,311,0.405,395,0.515
2017-2018,Alameda,New Haven Unified,Hillview Crest Elementary,Elementary Schools (Public),Traditional,K,5,540,311,0.5760000000000001,387,0.7170000000000001
2017-2018,Alameda,New Haven Unified,Searles Elementary,Elementary Schools (Public),Traditional,K,5,673,371,0.551,443,0.6579999999999999
2017-2018,Alameda,New Haven Unified,Itliong-Vera Cruz,Intermediate/Middle Schools (Public),Traditional,6,8,1378,429,0.311,557,0.40399999999999997
2017-2018,Alameda,New Haven Unified,Cesar Chavez Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1252,645,0.515,778,0.621
2017-2018,Alameda,New Haven Unified,Pioneer Elementary,Elementary Schools (Public),Traditional,K,5,795,232,0.292,304,0.382
2017-2018,Alameda,New Haven Unified,Tom Kitayama Elementary,Elementary Schools (Public),Traditional,K,5,811,297,0.366,358,0.441
