Academic Year,County Name,District Name,School Name,School Type,Educational_Type,Low Grade,High Grade,2122_Enrollment,2122_Free_Meal_Count,2122_Free_Meal_Percent,2122_FRPM_Count,2122_FRPM_Percent
2021-2022,Alameda,Alameda County Office of Education,Alameda County Community,County Community,County Community School,K,12,57,45,0.789,47,0.825
2021-2022,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,Juvenile Court Schools,Juvenile Court School,K,12,64,64,1.0,64,1.0
2021-2022,Alameda,Alameda County Office of Education,Alternatives in Action,High Schools (Public),Traditional,9,12,150,113,0.753,134,0.893
2021-2022,Alameda,Alameda County Office of Education,Aurum Preparatory Academy,Junior High Schools (Public),Traditional,6,8,164,135,0.823,148,0.902
2021-2022,Alameda,Alameda County Office of Education,Community School for Creative Education,Elementary Schools (Public),Traditional,K,8,202,162,0.802,177,0.8759999999999999
2021-2022,Alameda,Alameda County Office of Education,Connecting Waters Charter - East Bay,K-12 Schools (Public),Traditional,K,12,514,107,0.20800000000000002,124,0.24100000000000002
2021-2022,Alameda,Alameda County Office of Education,Cox Academy,Elementary Schools (Public),Traditional,P,5,516,321,0.622,339,0.657
2021-2022,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,K-12 Schools (Public),Traditional,4,12,411,230,0.56,277,0.674
2021-2022,Alameda,Alameda County Office of Education,Hayward Collegiate Charter,Elementary Schools (Public),Traditional,K,6,141,69,0.489,93,0.66
2021-2022,Alameda,Alameda County Office of Education,Lazear Charter Academy,Elementary Schools (Public),Traditional,K,8,469,227,0.484,229,0.488
2021-2022,Alameda,Alameda County Office of Education,Oakland Unity Middle,Intermediate/Middle Schools (Public),Traditional,6,8,108,84,0.778,90,0.833
2021-2022,Alameda,Alameda County Office of Education,Opportunity Academy,County Community,County Community School,10,12,186,71,0.382,71,0.382
2021-2022,Alameda,Alameda County Office of Education,Urban Montessori Charter,Elementary Schools (Public),Traditional,K,8,349,86,0.24600000000000002,92,0.264
2021-2022,Alameda,Alameda County Office of Education,Yu Ming Charter,Elementary Schools (Public),Traditional,K,8,672,139,0.207,156,0.23199999999999998
2021-2022,Alameda,California School for the Blind (State Special Schl),California School for the Blind,State Special Schools,State Special School,K,Adult,62,62,1.0,62,1.0
2021-2022,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,State Special Schools,State Special School,P,12,318,318,1.0,318,1.0
2021-2022,Alameda,Alameda Unified,Alameda Community Learning Center,K-12 Schools (Public),Traditional,6,12,356,97,0.272,98,0.275
2021-2022,Alameda,Alameda Unified,Alameda High,High Schools (Public),Traditional,9,12,1808,311,0.172,327,0.18100000000000002
2021-2022,Alameda,Alameda Unified,Alameda Science and Technology Institute,Alternative Schools of Choice,Alternative School of Choice,9,12,168,53,0.315,53,0.315
2021-2022,Alameda,Alameda Unified,Amelia Earhart Elementary,Elementary Schools (Public),Traditional,K,5,558,57,0.102,60,0.10800000000000001
2021-2022,Alameda,Alameda Unified,Bay Farm,Elementary Schools (Public),Traditional,K,8,552,40,0.07200000000000001,55,0.1
2021-2022,Alameda,Alameda Unified,Edison Elementary,Elementary Schools (Public),Traditional,K,5,436,59,0.135,59,0.135
2021-2022,Alameda,Alameda Unified,Encinal Junior/Senior High,K-12 Schools (Public),Traditional,6,12,1124,331,0.294,343,0.305
2021-2022,Alameda,Alameda Unified,Frank Otis Elementary,Elementary Schools (Public),Traditional,K,5,570,77,0.135,80,0.14
2021-2022,Alameda,Alameda Unified,Franklin Elementary,Elementary Schools (Public),Traditional,K,5,280,49,0.175,50,0.179
2021-2022,Alameda,Alameda Unified,Island High (Continuation),Continuation High Schools,Continuation School,9,12,72,44,0.611,44,0.611
2021-2022,Alameda,Alameda Unified,Lincoln Middle,Intermediate/Middle Schools (Public),Traditional,6,8,819,110,0.134,115,0.14
2021-2022,Alameda,Alameda Unified,Love Elementary,Elementary Schools (Public),Traditional,K,5,463,156,0.337,170,0.36700000000000005
2021-2022,Alameda,Alameda Unified,Maya Lin,Elementary Schools (Public),Traditional,K,5,444,89,0.2,93,0.209
2021-2022,Alameda,Alameda Unified,Nea Community Learning Center,K-12 Schools (Public),Traditional,K,12,535,186,0.348,193,0.361
2021-2022,Alameda,Alameda Unified,"Nonpublic, Nonsectarian Schools",,,,,26,9,0.34600000000000003,9,0.34600000000000003
2021-2022,Alameda,Alameda Unified,Ruby Bridges Elementary,Elementary Schools (Public),Traditional,K,5,445,211,0.474,222,0.499
2021-2022,Alameda,Alameda Unified,The Academy of Alameda,Intermediate/Middle Schools (Public),Traditional,6,8,370,161,0.435,211,0.57
2021-2022,Alameda,Alameda Unified,The Academy of Alameda Elementary,Elementary Schools (Public),Traditional,K,5,278,105,0.37799999999999995,137,0.493
2021-2022,Alameda,Alameda Unified,Will C. Wood Middle,Intermediate/Middle Schools (Public),Traditional,6,8,613,223,0.364,235,0.38299999999999995
2021-2022,Alameda,Alameda Unified,William G. Paden Elementary,Elementary Schools (Public),Traditional,K,5,328,104,0.317,105,0.32
2021-2022,Alameda,Albany City Unified,Albany High,High Schools (Public),Traditional,9,12,1187,207,0.174,307,0.259
2021-2022,Alameda,Albany City Unified,Albany Middle,Intermediate/Middle Schools (Public),Traditional,6,8,799,150,0.188,218,0.273
2021-2022,Alameda,Albany City Unified,Cornell Elementary,Elementary Schools (Public),Traditional,K,5,547,66,0.121,96,0.17600000000000002
2021-2022,Alameda,Albany City Unified,MacGregor High (Continuation),Continuation High Schools,Continuation School,10,12,2,1,0.5,2,1.0
2021-2022,Alameda,Albany City Unified,Marin Elementary,Elementary Schools (Public),Traditional,K,5,442,73,0.165,105,0.23800000000000002
2021-2022,Alameda,Albany City Unified,"Nonpublic, Nonsectarian Schools",,,,,9,2,0.222,2,0.222
2021-2022,Alameda,Albany City Unified,Ocean View Elementary,Elementary Schools (Public),Traditional,K,5,528,160,0.303,209,0.396
2021-2022,Alameda,Berkeley Unified,Berkeley Arts Magnet at Whittier,Elementary Schools (Public),Traditional,K,5,381,89,0.23399999999999999,96,0.252
2021-2022,Alameda,Berkeley Unified,Berkeley High,High Schools (Public),Traditional,9,12,3222,845,0.262,935,0.29
2021-2022,Alameda,Berkeley Unified,Berkeley Technology Academy,Continuation High Schools,Continuation School,10,12,52,40,0.769,41,0.7879999999999999
2021-2022,Alameda,Berkeley Unified,Cragmont Elementary,Elementary Schools (Public),Traditional,K,5,296,67,0.226,73,0.247
2021-2022,Alameda,Berkeley Unified,Emerson Elementary,Elementary Schools (Public),Traditional,K,5,281,75,0.267,83,0.295
2021-2022,Alameda,Berkeley Unified,John Muir Elementary,Elementary Schools (Public),Traditional,K,5,258,80,0.31,83,0.322
2021-2022,Alameda,Berkeley Unified,Longfellow Arts and Technology Middle,Intermediate/Middle Schools (Public),Traditional,6,8,468,252,0.5379999999999999,288,0.615
2021-2022,Alameda,Berkeley Unified,Malcolm X Elementary,Elementary Schools (Public),Traditional,K,5,473,142,0.3,149,0.315
2021-2022,Alameda,Berkeley Unified,Martin Luther King Middle,Intermediate/Middle Schools (Public),Traditional,6,8,941,218,0.23199999999999998,241,0.256
2021-2022,Alameda,Berkeley Unified,"Nonpublic, Nonsectarian Schools",,,,,46,16,0.348,16,0.348
2021-2022,Alameda,Berkeley Unified,Oxford Elementary at West Campus,Elementary Schools (Public),Traditional,K,5,236,70,0.297,75,0.318
2021-2022,Alameda,Berkeley Unified,Rosa Parks Environmental Science,Elementary Schools (Public),Traditional,K,5,397,91,0.22899999999999998,98,0.247
2021-2022,Alameda,Berkeley Unified,Ruth Acty Elementary,Elementary Schools (Public),Traditional,K,5,387,70,0.18100000000000002,85,0.22
2021-2022,Alameda,Berkeley Unified,Sylvia Mendez Elementary,Elementary Schools (Public),Traditional,K,5,412,114,0.27699999999999997,122,0.29600000000000004
2021-2022,Alameda,Berkeley Unified,Thousand Oaks Elementary,Elementary Schools (Public),Traditional,K,5,339,111,0.327,116,0.342
2021-2022,Alameda,Berkeley Unified,Washington Elementary,Elementary Schools (Public),Traditional,K,5,388,90,0.23199999999999998,100,0.258
2021-2022,Alameda,Berkeley Unified,Willard Middle,Intermediate/Middle Schools (Public),Traditional,6,8,600,141,0.235,155,0.258
2021-2022,Alameda,Castro Valley Unified,Canyon Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1266,270,0.213,287,0.22699999999999998
2021-2022,Alameda,Castro Valley Unified,Castro Valley Elementary,Elementary Schools (Public),Traditional,K,5,468,143,0.306,151,0.32299999999999995
2021-2022,Alameda,Castro Valley Unified,Castro Valley High,High Schools (Public),Traditional,9,12,2699,449,0.166,491,0.182
2021-2022,Alameda,Castro Valley Unified,Castro Valley Virtual Academy,K-12 Schools (Public),Traditional,K,12,336,92,0.27399999999999997,97,0.289
2021-2022,Alameda,Castro Valley Unified,Chabot Elementary,Elementary Schools (Public),Traditional,K,5,432,62,0.14400000000000002,72,0.16699999999999998
2021-2022,Alameda,Castro Valley Unified,Creekside Middle,Intermediate/Middle Schools (Public),Traditional,6,8,759,151,0.19899999999999998,165,0.217
2021-2022,Alameda,Castro Valley Unified,Independent Elementary,Elementary Schools (Public),Traditional,K,5,571,57,0.1,72,0.126
2021-2022,Alameda,Castro Valley Unified,Jensen Ranch Elementary,Elementary Schools (Public),Traditional,K,5,368,30,0.08199999999999999,32,0.087
2021-2022,Alameda,Castro Valley Unified,Marshall Elementary,Elementary Schools (Public),Traditional,K,5,461,112,0.243,124,0.26899999999999996
2021-2022,Alameda,Castro Valley Unified,"Nonpublic, Nonsectarian Schools",,,,,16,9,0.563,9,0.563
2021-2022,Alameda,Castro Valley Unified,Palomares Elementary,Elementary Schools (Public),Traditional,K,5,124,22,0.177,23,0.185
2021-2022,Alameda,Castro Valley Unified,Proctor Elementary,Elementary Schools (Public),Traditional,K,5,582,85,0.146,85,0.146
2021-2022,Alameda,Castro Valley Unified,Redwood Continuation High,Continuation High Schools,Continuation School,9,12,102,39,0.382,41,0.402
2021-2022,Alameda,Castro Valley Unified,Roy A. Johnson High,Special Education Schools (Public),Special Education School,9,12,24,2,0.083,2,0.083
2021-2022,Alameda,Castro Valley Unified,Stanton Elementary,Elementary Schools (Public),Traditional,K,5,475,135,0.284,151,0.318
2021-2022,Alameda,Castro Valley Unified,Vannoy Elementary,Elementary Schools (Public),Traditional,K,5,360,41,0.114,51,0.142
2021-2022,Alameda,Emery Unified,Anna Yates Elementary,Elementary Schools (Public),Traditional,K,8,437,268,0.613,281,0.643
2021-2022,Alameda,Emery Unified,Emery Secondary,High Schools (Public),Traditional,9,12,176,97,0.551,102,0.58
2021-2022,Alameda,Fremont Unified,American High,High Schools (Public),Traditional,9,12,2522,349,0.138,371,0.147
2021-2022,Alameda,Fremont Unified,Ardenwood Elementary,Elementary Schools (Public),Traditional,K,6,741,65,0.08800000000000001,67,0.09
2021-2022,Alameda,Fremont Unified,Brier Elementary,Elementary Schools (Public),Traditional,K,5,587,200,0.341,209,0.35600000000000004
2021-2022,Alameda,Fremont Unified,Brookvale Elementary,Elementary Schools (Public),Traditional,K,6,510,60,0.11800000000000001,60,0.11800000000000001
2021-2022,Alameda,Fremont Unified,Cabrillo Elementary,Elementary Schools (Public),Traditional,K,6,331,169,0.511,182,0.55
2021-2022,Alameda,Fremont Unified,Centerville Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,925,211,0.228,233,0.252
2021-2022,Alameda,Fremont Unified,Circle of Independent Learning,K-12 Schools (Public),Traditional,K,12,402,151,0.376,171,0.425
2021-2022,Alameda,Fremont Unified,E. M. Grimmer Elementary,Elementary Schools (Public),Traditional,K,6,384,124,0.32299999999999995,141,0.36700000000000005
2021-2022,Alameda,Fremont Unified,Forest Park Elementary,Elementary Schools (Public),Traditional,K,6,905,65,0.07200000000000001,68,0.075
2021-2022,Alameda,Fremont Unified,Fred E. Weibel Elementary,Elementary Schools (Public),Traditional,K,5,1082,98,0.091,101,0.09300000000000001
2021-2022,Alameda,Fremont Unified,G. M. Walters Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1078,385,0.35700000000000004,422,0.391
2021-2022,Alameda,Fremont Unified,Glenmoor Elementary,Elementary Schools (Public),Traditional,K,6,633,184,0.29100000000000004,199,0.314
2021-2022,Alameda,Fremont Unified,Harvey Green Elementary,Elementary Schools (Public),Traditional,K,5,409,92,0.225,99,0.242
2021-2022,Alameda,Fremont Unified,Irvington High,High Schools (Public),Traditional,9,12,2315,334,0.14400000000000002,366,0.158
2021-2022,Alameda,Fremont Unified,J. Haley Durham Elementary,Elementary Schools (Public),Traditional,K,5,611,140,0.22899999999999998,144,0.23600000000000002
2021-2022,Alameda,Fremont Unified,James Leitch Elementary,Elementary Schools (Public),Traditional,K,2,660,66,0.1,69,0.105
2021-2022,Alameda,Fremont Unified,John Blacow Elementary,Elementary Schools (Public),Traditional,K,6,489,142,0.29,164,0.335
2021-2022,Alameda,Fremont Unified,John F. Kennedy High,High Schools (Public),Traditional,9,12,1314,408,0.311,462,0.35200000000000004
2021-2022,Alameda,Fremont Unified,John G. Mattos Elementary,Elementary Schools (Public),Traditional,K,5,370,37,0.1,40,0.10800000000000001
2021-2022,Alameda,Fremont Unified,John Gomes Elementary,Elementary Schools (Public),Traditional,K,6,624,55,0.08800000000000001,56,0.09
2021-2022,Alameda,Fremont Unified,John M. Horner Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1527,200,0.131,211,0.138
2021-2022,Alameda,Fremont Unified,Joseph Azevada Elementary,Elementary Schools (Public),Traditional,K,6,651,102,0.157,106,0.163
2021-2022,Alameda,Fremont Unified,Joshua Chadbourne Elementary,Elementary Schools (Public),Traditional,K,6,574,51,0.08900000000000001,52,0.091
2021-2022,Alameda,Fremont Unified,Mission San Jose Elementary,Elementary Schools (Public),Traditional,K,6,474,26,0.055,28,0.059000000000000004
2021-2022,Alameda,Fremont Unified,Mission San Jose High,High Schools (Public),Traditional,9,12,1971,129,0.065,138,0.07
2021-2022,Alameda,Fremont Unified,Mission Valley Elementary,Elementary Schools (Public),Traditional,K,6,487,49,0.10099999999999999,53,0.109
2021-2022,Alameda,Fremont Unified,Niles Elementary,Elementary Schools (Public),Traditional,K,6,575,56,0.09699999999999999,61,0.106
2021-2022,Alameda,Fremont Unified,"Nonpublic, Nonsectarian Schools",,,,,53,15,0.28300000000000003,15,0.28300000000000003
2021-2022,Alameda,Fremont Unified,O. N. Hirsch Elementary,Elementary Schools (Public),Traditional,K,6,441,95,0.215,99,0.22399999999999998
2021-2022,Alameda,Fremont Unified,Oliveira Elementary,Elementary Schools (Public),Traditional,K,6,621,112,0.18,115,0.185
2021-2022,Alameda,Fremont Unified,Parkmont Elementary,Elementary Schools (Public),Traditional,K,6,876,97,0.111,100,0.114
2021-2022,Alameda,Fremont Unified,Patterson Elementary,Elementary Schools (Public),Traditional,K,6,669,116,0.17300000000000001,119,0.17800000000000002
2021-2022,Alameda,Fremont Unified,Robertson High (Continuation),Continuation High Schools,Continuation School,9,12,155,89,0.574,94,0.606
2021-2022,Alameda,Fremont Unified,Steven Millard Elementary,Elementary Schools (Public),Traditional,K,5,481,78,0.162,84,0.175
2021-2022,Alameda,Fremont Unified,Thornton Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,1302,190,0.146,196,0.151
2021-2022,Alameda,Fremont Unified,Tom Maloney Elementary,Elementary Schools (Public),Traditional,K,6,527,95,0.18,101,0.192
2021-2022,Alameda,Fremont Unified,Vallejo Mill Elementary,Elementary Schools (Public),Traditional,K,6,474,107,0.226,115,0.243
2021-2022,Alameda,Fremont Unified,Vista Alternative,Alternative Schools of Choice,Alternative School of Choice,7,12,151,61,0.40399999999999997,63,0.41700000000000004
2021-2022,Alameda,Fremont Unified,Warm Springs Elementary,Elementary Schools (Public),Traditional,3,6,1273,104,0.08199999999999999,109,0.086
2021-2022,Alameda,Fremont Unified,Warwick Elementary,Elementary Schools (Public),Traditional,K,6,789,94,0.11900000000000001,101,0.128
2021-2022,Alameda,Fremont Unified,Washington High,High Schools (Public),Traditional,9,12,1939,462,0.23800000000000002,498,0.257
2021-2022,Alameda,Fremont Unified,William Hopkins Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,940,89,0.095,91,0.09699999999999999
2021-2022,Alameda,Fremont Unified,Young Adult Program,Special Education Schools (Public),Special Education School,9,12,31,5,0.161,6,0.19399999999999998
2021-2022,Alameda,Hayward Unified,Anthony W. Ochoa Middle,Intermediate/Middle Schools (Public),Traditional,7,8,462,219,0.474,256,0.5539999999999999
2021-2022,Alameda,Hayward Unified,Bowman Elementary,Elementary Schools (Public),Traditional,K,6,283,146,0.516,166,0.5870000000000001
2021-2022,Alameda,Hayward Unified,Brenkwitz High,Continuation High Schools,Continuation School,9,12,156,86,0.551,88,0.564
2021-2022,Alameda,Hayward Unified,Bret Harte Middle,Intermediate/Middle Schools (Public),Traditional,7,8,552,275,0.498,306,0.5539999999999999
2021-2022,Alameda,Hayward Unified,Burbank Elementary,Elementary Schools (Public),Traditional,K,6,812,371,0.457,445,0.5479999999999999
2021-2022,Alameda,Hayward Unified,Cesar Chavez Middle,Intermediate/Middle Schools (Public),Traditional,7,8,514,313,0.609,344,0.669
2021-2022,Alameda,Hayward Unified,Cherryland Elementary,Elementary Schools (Public),Traditional,K,6,733,424,0.578,444,0.606
2021-2022,Alameda,Hayward Unified,District Office,,,P,Adult,58,18,0.31,18,0.31
2021-2022,Alameda,Hayward Unified,East Avenue Elementary,Elementary Schools (Public),Traditional,K,6,438,192,0.43799999999999994,210,0.479
2021-2022,Alameda,Hayward Unified,Eden Gardens Elementary,Elementary Schools (Public),Traditional,K,6,487,180,0.37,207,0.425
2021-2022,Alameda,Hayward Unified,Eldridge Elementary,Elementary Schools (Public),Traditional,K,6,289,149,0.516,161,0.557
2021-2022,Alameda,Hayward Unified,Fairview Elementary,Elementary Schools (Public),Traditional,K,6,478,219,0.45799999999999996,251,0.525
2021-2022,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,Elementary Schools (Public),Traditional,K,8,124,64,0.516,67,0.54
2021-2022,Alameda,Hayward Unified,Glassbrook Elementary,Elementary Schools (Public),Traditional,K,6,455,288,0.633,305,0.67
2021-2022,Alameda,Hayward Unified,Harder Elementary,Elementary Schools (Public),Traditional,K,6,517,313,0.605,352,0.6809999999999999
2021-2022,Alameda,Hayward Unified,Hayward High,High Schools (Public),Traditional,9,12,1646,721,0.43799999999999994,776,0.47100000000000003
2021-2022,Alameda,Hayward Unified,Hayward Twin Oaks Montessori,K-12 Schools (Public),Traditional,1,12,488,153,0.314,175,0.359
2021-2022,Alameda,Hayward Unified,Impact Academy of Arts & Technology,K-12 Schools (Public),Traditional,6,12,826,360,0.436,496,0.6
2021-2022,Alameda,Hayward Unified,Knowledge Enlightens You (KEY) Academy,Elementary Schools (Public),Traditional,K,8,561,312,0.556,395,0.7040000000000001
2021-2022,Alameda,Hayward Unified,Leadership Public Schools - Hayward,High Schools (Public),Traditional,9,12,596,197,0.331,240,0.40299999999999997
2021-2022,Alameda,Hayward Unified,Longwood Elementary,Elementary Schools (Public),Traditional,K,6,475,272,0.573,300,0.632
2021-2022,Alameda,Hayward Unified,Lorin A. Eden Elementary,Elementary Schools (Public),Traditional,K,6,350,144,0.41100000000000003,164,0.469
2021-2022,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",Intermediate/Middle Schools (Public),Traditional,7,8,713,353,0.495,399,0.56
2021-2022,Alameda,Hayward Unified,Mt. Eden High,High Schools (Public),Traditional,9,12,1941,788,0.406,917,0.47200000000000003
2021-2022,Alameda,Hayward Unified,"Nonpublic, Nonsectarian Schools",,,,,40,18,0.45,19,0.475
2021-2022,Alameda,Hayward Unified,Palma Ceia Elementary,Elementary Schools (Public),Traditional,K,6,492,236,0.48,263,0.535
2021-2022,Alameda,Hayward Unified,Park Elementary,Elementary Schools (Public),Traditional,K,6,465,283,0.609,307,0.66
2021-2022,Alameda,Hayward Unified,Ruus Elementary,Elementary Schools (Public),Traditional,K,6,395,207,0.524,224,0.5670000000000001
2021-2022,Alameda,Hayward Unified,Schafer Park Elementary,Elementary Schools (Public),Traditional,K,6,672,362,0.539,404,0.601
2021-2022,Alameda,Hayward Unified,Southgate Elementary,Elementary Schools (Public),Traditional,K,6,626,230,0.36700000000000005,266,0.425
2021-2022,Alameda,Hayward Unified,Stonebrae Elementary,Elementary Schools (Public),Traditional,K,6,639,250,0.391,262,0.41
2021-2022,Alameda,Hayward Unified,Strobridge Elementary,Elementary Schools (Public),Traditional,K,6,362,186,0.514,199,0.55
2021-2022,Alameda,Hayward Unified,Tennyson High,High Schools (Public),Traditional,9,12,1469,816,0.555,885,0.602
2021-2022,Alameda,Hayward Unified,Treeview Elementary,Elementary Schools (Public),Traditional,K,6,374,195,0.521,211,0.564
2021-2022,Alameda,Hayward Unified,Tyrrell Elementary,Elementary Schools (Public),Traditional,K,6,546,352,0.645,359,0.6579999999999999
2021-2022,Alameda,Hayward Unified,Winton Middle,Intermediate/Middle Schools (Public),Traditional,7,8,512,301,0.588,326,0.637
2021-2022,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,Elementary Schools (Public),Traditional,K,5,563,59,0.105,63,0.11199999999999999
2021-2022,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,Intermediate/Middle Schools (Public),Traditional,6,8,624,119,0.191,121,0.19399999999999998
2021-2022,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,Elementary Schools (Public),Traditional,K,5,592,104,0.17600000000000002,109,0.184
2021-2022,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,Continuation High Schools,Continuation School,7,12,128,66,0.516,70,0.547
2021-2022,Alameda,Livermore Valley Joint Unified,East Avenue Middle,Intermediate/Middle Schools (Public),Traditional,6,8,568,143,0.252,150,0.264
2021-2022,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,Elementary Schools (Public),Traditional,K,5,654,33,0.05,41,0.063
2021-2022,Alameda,Livermore Valley Joint Unified,Granada High,High Schools (Public),Traditional,9,12,2295,329,0.14300000000000002,350,0.153
2021-2022,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,Elementary Schools (Public),Traditional,K,5,477,131,0.275,136,0.285
2021-2022,Alameda,Livermore Valley Joint Unified,Joe Michell,Elementary Schools (Public),Traditional,K,8,764,103,0.135,115,0.151
2021-2022,Alameda,Livermore Valley Joint Unified,Junction K-8,Elementary Schools (Public),Traditional,K,8,863,424,0.491,445,0.516
2021-2022,Alameda,Livermore Valley Joint Unified,Lawrence Elementary,Elementary Schools (Public),Traditional,K,5,371,48,0.129,49,0.132
2021-2022,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,Elementary Schools (Public),Traditional,P,5,512,114,0.223,122,0.23800000000000002
2021-2022,Alameda,Livermore Valley Joint Unified,Livermore High,High Schools (Public),Traditional,9,12,1791,351,0.196,368,0.205
2021-2022,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,Elementary Schools (Public),Traditional,K,5,346,200,0.578,207,0.598
2021-2022,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",,,,,40,10,0.25,10,0.25
2021-2022,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,Elementary Schools (Public),Traditional,K,5,595,98,0.165,99,0.166
2021-2022,Alameda,Livermore Valley Joint Unified,Sunset Elementary,Elementary Schools (Public),Traditional,K,5,732,59,0.081,59,0.081
2021-2022,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,Alternative Schools of Choice,Alternative School of Choice,1,12,195,44,0.226,45,0.231
2021-2022,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,Intermediate/Middle Schools (Public),Traditional,6,8,896,61,0.068,71,0.079
2021-2022,Alameda,Mountain House Elementary,Mountain House Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,20,17,0.85,17,0.85
2021-2022,Alameda,Newark Unified,August Schilling Elementary,Elementary Schools (Public),Traditional,K,6,379,197,0.52,227,0.599
2021-2022,Alameda,Newark Unified,Birch Grove Intermediate,Elementary Schools (Public),Traditional,3,6,422,107,0.254,118,0.28
2021-2022,Alameda,Newark Unified,Birch Grove Primary,Elementary Schools (Public),Traditional,K,6,360,101,0.281,108,0.3
2021-2022,Alameda,Newark Unified,Bridgepoint High (Continuation),Continuation High Schools,Continuation School,9,12,62,25,0.40299999999999997,29,0.46799999999999997
2021-2022,Alameda,Newark Unified,Coyote Hills Elementary,Elementary Schools (Public),Traditional,K,6,520,236,0.45399999999999996,260,0.5
2021-2022,Alameda,Newark Unified,Crossroads High (Alternative),Alternative Schools of Choice,Alternative School of Choice,K,12,162,64,0.395,70,0.43200000000000005
2021-2022,Alameda,Newark Unified,E. L. Musick Elementary,Elementary Schools (Public),Traditional,K,6,176,91,0.517,101,0.574
2021-2022,Alameda,Newark Unified,John F. Kennedy Elementary,Elementary Schools (Public),Traditional,K,6,400,85,0.213,92,0.23
2021-2022,Alameda,Newark Unified,Lincoln Elementary,Elementary Schools (Public),Traditional,K,6,372,145,0.39,174,0.46799999999999997
2021-2022,Alameda,Newark Unified,Newark Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,679,254,0.374,280,0.41200000000000003
2021-2022,Alameda,Newark Unified,Newark Memorial High,High Schools (Public),Traditional,9,12,1634,580,0.355,632,0.387
2021-2022,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",,,,,7,3,0.429,3,0.429
2021-2022,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,Alternative Schools of Choice,Alternative School of Choice,9,12,9,5,0.556,7,0.778
2021-2022,Alameda,New Haven Unified,Alvarado Elementary,Elementary Schools (Public),Traditional,K,5,630,240,0.381,310,0.49200000000000005
2021-2022,Alameda,New Haven Unified,Cesar Chavez Middle,Intermediate/Middle Schools (Public),Traditional,6,8,936,411,0.439,518,0.5529999999999999
2021-2022,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,Continuation High Schools,Continuation School,9,12,147,73,0.49700000000000005,76,0.517
2021-2022,Alameda,New Haven Unified,Decoto School for Independent Study,Alternative Schools of Choice,Alternative School of Choice,K,12,589,221,0.375,262,0.445
2021-2022,Alameda,New Haven Unified,Delaine Eastin Elementary,Elementary Schools (Public),Traditional,K,5,617,85,0.138,113,0.183
2021-2022,Alameda,New Haven Unified,Guy Jr. Emanuele Elementary,Elementary Schools (Public),Traditional,K,5,578,242,0.419,273,0.47200000000000003
2021-2022,Alameda,New Haven Unified,Hillview Crest Elementary,Elementary Schools (Public),Traditional,K,5,443,207,0.467,260,0.5870000000000001
2021-2022,Alameda,New Haven Unified,Itliong-Vera Cruz,Intermediate/Middle Schools (Public),Traditional,6,8,1113,317,0.285,435,0.391
2021-2022,Alameda,New Haven Unified,James Logan High,High Schools (Public),Traditional,9,12,3424,1064,0.311,1336,0.39
2021-2022,Alameda,New Haven Unified,"Nonpublic, Nonsectarian Schools",,,,,15,3,0.2,3,0.2
2021-2022,Alameda,New Haven Unified,Pioneer Elementary,Elementary Schools (Public),Traditional,K,5,633,171,0.27,249,0.39299999999999996
2021-2022,Alameda,New Haven Unified,Searles Elementary,Elementary Schools (Public),Traditional,K,5,685,325,0.474,382,0.5579999999999999
2021-2022,Alameda,New Haven Unified,Tom Kitayama Elementary,Elementary Schools (Public),Traditional,K,5,623,204,0.327,287,0.461
2021-2022,Alameda,Oakland Unified,Achieve Academy,Elementary Schools (Public),Traditional,K,5,548,290,0.529,298,0.544
2021-2022,Alameda,Oakland Unified,ACORN Woodland Elementary,Elementary Schools (Public),Traditional,K,5,275,218,0.7929999999999999,253,0.92
2021-2022,Alameda,Oakland Unified,AIMS College Prep High,High Schools (Public),Traditional,9,12,446,267,0.599,269,0.603
