Academic Year,County Name,District Name,School Name,School Type,Educational_Type,Low Grade,High Grade,2122_Enrollment,2122_Free_Meal_Count,2122_Free_Meal_Percent,2122_FRPM_Count,2122_FRPM_Percent
2021-2022,Los Angeles,Los Angeles Unified,Lafayette Park Primary Center,Elementary Schools (Public),Traditional,K,K,63,59,0.937,62,0.9840000000000001
2021-2022,Los Angeles,Los Angeles Unified,Lake Balboa College Preparatory Magnet K-12,Alternative Schools of Choice,Alternative School of Choice,K,12,587,464,0.79,495,0.843
2021-2022,Los Angeles,Los Angeles Unified,Lake Street Primary,Elementary Schools (Public),Traditional,K,1,112,90,0.804,96,0.857
2021-2022,Los Angeles,Los Angeles Unified,Lanai Road Elementary,Elementary Schools (Public),Traditional,K,5,496,36,0.073,40,0.081
2021-2022,Los Angeles,Los Angeles Unified,Langdon Avenue Elementary,Elementary Schools (Public),Traditional,K,5,541,526,0.972,535,0.9890000000000001
2021-2022,Los Angeles,Los Angeles Unified,Lankershim Elementary,Elementary Schools (Public),Traditional,K,5,339,293,0.8640000000000001,297,0.8759999999999999
2021-2022,Los Angeles,Los Angeles Unified,Larchmont Charter,K-12 Schools (Public),Traditional,K,12,1609,541,0.336,590,0.36700000000000005
2021-2022,Los Angeles,Los Angeles Unified,Lassen Elementary,Elementary Schools (Public),Traditional,K,5,379,320,0.8440000000000001,340,0.897
2021-2022,Los Angeles,Los Angeles Unified,Latona Avenue Elementary,Elementary Schools (Public),Traditional,K,6,150,133,0.887,134,0.893
2021-2022,Los Angeles,Los Angeles Unified,Laurel Elementary,Alternative Schools of Choice,Alternative School of Choice,K,8,224,175,0.7809999999999999,193,0.862
2021-2022,Los Angeles,Los Angeles Unified,Leapwood Avenue Elementary,Elementary Schools (Public),Traditional,K,5,187,109,0.583,115,0.615
2021-2022,Los Angeles,Los Angeles Unified,Learning by Design Charter,Elementary Schools (Public),Traditional,K,5,107,77,0.72,88,0.8220000000000001
2021-2022,Los Angeles,Los Angeles Unified,Leland Street Elementary,Elementary Schools (Public),Traditional,K,5,392,292,0.745,329,0.8390000000000001
2021-2022,Los Angeles,Los Angeles Unified,Lemay Street Elementary,Elementary Schools (Public),Traditional,K,5,332,238,0.7170000000000001,263,0.792
2021-2022,Los Angeles,Los Angeles Unified,Lenicia B. Weemes Elementary,Elementary Schools (Public),Traditional,K,5,415,389,0.937,399,0.961
2021-2022,Los Angeles,Los Angeles Unified,Leo Politi Elementary,Elementary Schools (Public),Traditional,K,5,610,586,0.961,599,0.982
2021-2022,Los Angeles,Los Angeles Unified,Lexington Avenue Primary Center,Elementary Schools (Public),Traditional,K,2,95,79,0.8320000000000001,82,0.863
2021-2022,Los Angeles,Los Angeles Unified,Libertas College Preparatory Charter,Elementary Schools (Public),Traditional,4,8,289,241,0.8340000000000001,284,0.983
2021-2022,Los Angeles,Los Angeles Unified,Liberty Boulevard Elementary,Elementary Schools (Public),Traditional,K,5,489,452,0.924,468,0.9570000000000001
2021-2022,Los Angeles,Los Angeles Unified,Liggett Street Elementary,Elementary Schools (Public),Traditional,K,5,521,459,0.8809999999999999,479,0.919
2021-2022,Los Angeles,Los Angeles Unified,Lillian Street Elementary,Elementary Schools (Public),Traditional,K,6,377,353,0.9359999999999999,368,0.976
2021-2022,Los Angeles,Los Angeles Unified,Limerick Avenue Elementary,Elementary Schools (Public),Traditional,K,5,660,593,0.898,616,0.9329999999999999
2021-2022,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,High Schools (Public),Traditional,9,12,763,694,0.91,727,0.953
2021-2022,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High B LIBRA Academy,High Schools (Public),Traditional,9,12,643,592,0.9209999999999999,618,0.961
2021-2022,Los Angeles,Los Angeles Unified,Linda Esperanza Marquez High C School of Social Justice,High Schools (Public),Traditional,9,12,663,616,0.929,637,0.961
2021-2022,Los Angeles,Los Angeles Unified,Lockhurst Drive Charter Elementary,Elementary Schools (Public),Traditional,K,5,459,119,0.259,123,0.268
2021-2022,Los Angeles,Los Angeles Unified,Lockwood Avenue Elementary,Elementary Schools (Public),Traditional,K,6,359,332,0.925,347,0.9670000000000001
2021-2022,Los Angeles,Los Angeles Unified,Logan Academy of Global Ecology,Elementary Schools (Public),Traditional,K,8,392,354,0.903,367,0.9359999999999999
2021-2022,Los Angeles,Los Angeles Unified,Loma Vista Elementary,Elementary Schools (Public),Traditional,K,5,567,527,0.929,546,0.963
2021-2022,Los Angeles,Los Angeles Unified,Lomita Math/Science/Technology Magnet,Alternative Schools of Choice,Alternative School of Choice,K,5,806,492,0.61,551,0.684
2021-2022,Los Angeles,Los Angeles Unified,Loren Miller Elementary,Elementary Schools (Public),Traditional,K,6,615,587,0.9540000000000001,597,0.971
2021-2022,Los Angeles,Los Angeles Unified,Lorena Street Elementary,Elementary Schools (Public),Traditional,K,5,399,379,0.95,389,0.975
2021-2022,Los Angeles,Los Angeles Unified,Loreto Street Elementary,Elementary Schools (Public),Traditional,K,5,267,240,0.899,251,0.94
2021-2022,Los Angeles,Los Angeles Unified,Lorne Street Elementary,Elementary Schools (Public),Traditional,K,5,336,187,0.557,226,0.6729999999999999
2021-2022,Los Angeles,Los Angeles Unified,Los Angeles Academy Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1011,973,0.9620000000000001,989,0.978
2021-2022,Los Angeles,Los Angeles Unified,Los Angeles Academy of Arts and Enterprise,K-12 Schools (Public),Traditional,6,12,296,236,0.797,261,0.882
2021-2022,Los Angeles,Los Angeles Unified,Los Angeles Center for Enriched Studies,Alternative Schools of Choice,Alternative School of Choice,6,12,1463,601,0.41100000000000003,743,0.508
2021-2022,Los Angeles,Los Angeles Unified,Los Angeles Elementary,Elementary Schools (Public),Traditional,K,5,473,455,0.9620000000000001,464,0.981
2021-2022,Los Angeles,Los Angeles Unified,Los Angeles High School of the Arts,High Schools (Public),Traditional,9,12,442,402,0.91,416,0.941
2021-2022,Los Angeles,Los Angeles Unified,Los Angeles Leadership Academy,K-12 Schools (Public),Traditional,6,12,418,304,0.727,326,0.78
2021-2022,Los Angeles,Los Angeles Unified,Los Angeles Leadership Primary Academy,Elementary Schools (Public),Traditional,K,5,324,232,0.716,242,0.747
2021-2022,Los Angeles,Los Angeles Unified,Los Angeles Senior High,High Schools (Public),Traditional,9,12,1039,936,0.9009999999999999,972,0.9359999999999999
2021-2022,Los Angeles,Los Angeles Unified,Los Feliz Charter Middle School for the Arts,Intermediate/Middle Schools (Public),Traditional,6,8,178,63,0.354,72,0.40399999999999997
2021-2022,Los Angeles,Los Angeles Unified,Los Feliz Charter School for the Arts,Elementary Schools (Public),Traditional,K,5,446,148,0.332,166,0.37200000000000005
2021-2022,Los Angeles,Los Angeles Unified,Los Feliz Science/Tech/Engineer/Math/Medicine Magnet,Elementary Schools (Public),Traditional,K,5,357,287,0.804,309,0.866
2021-2022,Los Angeles,Los Angeles Unified,Lovelia P. Flournoy Elementary,Elementary Schools (Public),Traditional,K,5,368,351,0.9540000000000001,356,0.9670000000000001
2021-2022,Los Angeles,Los Angeles Unified,Loyola Village Fine And Performing Arts Magnet,Elementary Schools (Public),Traditional,K,5,204,123,0.603,147,0.721
2021-2022,Los Angeles,Los Angeles Unified,Lucille Roybal-Allard Elementary,Elementary Schools (Public),Traditional,K,6,467,409,0.8759999999999999,424,0.9079999999999999
2021-2022,Los Angeles,Los Angeles Unified,Luther Burbank Middle,Alternative Schools of Choice,Alternative School of Choice,6,8,992,800,0.8059999999999999,853,0.86
2021-2022,Los Angeles,Los Angeles Unified,MacArthur Park Elementary School for the Visual and Performing Arts,Elementary Schools (Public),Traditional,K,5,431,424,0.9840000000000001,427,0.991
2021-2022,Los Angeles,Los Angeles Unified,Madison Elementary,Elementary Schools (Public),Traditional,K,5,524,458,0.8740000000000001,494,0.943
2021-2022,Los Angeles,Los Angeles Unified,Magnolia Avenue Elementary,Elementary Schools (Public),Traditional,K,5,599,581,0.97,598,0.998
2021-2022,Los Angeles,Los Angeles Unified,Magnolia Science Academy 4,K-12 Schools (Public),Traditional,6,12,109,90,0.826,94,0.862
2021-2022,Los Angeles,Los Angeles Unified,Magnolia Science Academy 6,Intermediate/Middle Schools (Public),Traditional,6,8,83,77,0.9279999999999999,79,0.9520000000000001
2021-2022,Los Angeles,Los Angeles Unified,Magnolia Science Academy 7,Elementary Schools (Public),Traditional,K,5,280,190,0.679,215,0.768
2021-2022,Los Angeles,Los Angeles Unified,Magnolia Science Academy Bell,Intermediate/Middle Schools (Public),Traditional,6,8,392,297,0.758,333,0.8490000000000001
2021-2022,Los Angeles,Los Angeles Unified,Main Street Elementary,Elementary Schools (Public),Traditional,K,5,692,670,0.968,681,0.9840000000000001
2021-2022,Los Angeles,Los Angeles Unified,Malabar Street Elementary,Elementary Schools (Public),Traditional,K,6,441,406,0.9209999999999999,413,0.937
2021-2022,Los Angeles,Los Angeles Unified,Manchester Avenue Elementary,Elementary Schools (Public),Traditional,1,6,606,587,0.9690000000000001,594,0.98
2021-2022,Los Angeles,Los Angeles Unified,Manhattan Place Elementary,Elementary Schools (Public),Traditional,K,5,204,193,0.946,198,0.971
2021-2022,Los Angeles,Los Angeles Unified,Manual Arts Senior High,High Schools (Public),Traditional,9,12,1038,981,0.945,1009,0.972
2021-2022,Los Angeles,Los Angeles Unified,Maple Primary Center,Elementary Schools (Public),Traditional,K,1,123,117,0.951,122,0.992
2021-2022,Los Angeles,Los Angeles Unified,Mar Vista Elementary,Elementary Schools (Public),Traditional,K,5,524,48,0.092,54,0.10300000000000001
2021-2022,Los Angeles,Los Angeles Unified,Marguerite Poindexter LaMotte Elementary,Elementary Schools (Public),Traditional,K,5,442,429,0.971,433,0.98
2021-2022,Los Angeles,Los Angeles Unified,Marianna Avenue Elementary,Elementary Schools (Public),Traditional,K,6,285,257,0.902,275,0.965
2021-2022,Los Angeles,Los Angeles Unified,Marina del Rey Middle,Intermediate/Middle Schools (Public),Traditional,6,8,388,328,0.845,346,0.892
2021-2022,Los Angeles,Los Angeles Unified,Mariposa-Nabi Primary Center,Elementary Schools (Public),Traditional,K,2,117,110,0.94,113,0.966
2021-2022,Los Angeles,Los Angeles Unified,Mark Twain Middle,Intermediate/Middle Schools (Public),Traditional,6,8,851,426,0.501,459,0.539
2021-2022,Los Angeles,Los Angeles Unified,Marlton,Special Education Schools (Public),Special Education School,P,12,147,142,0.966,143,0.973
2021-2022,Los Angeles,Los Angeles Unified,Marquez Charter,Elementary Schools (Public),Traditional,K,5,325,44,0.135,48,0.14800000000000002
2021-2022,Los Angeles,Los Angeles Unified,Martha Escutia Primary Center,Elementary Schools (Public),Traditional,K,K,184,172,0.935,179,0.973
2021-2022,Los Angeles,Los Angeles Unified,Martin Luther King Jr. Elementary,Elementary Schools (Public),Traditional,K,5,330,317,0.961,325,0.985
2021-2022,Los Angeles,Los Angeles Unified,Marvin Elementary,Elementary Schools (Public),Traditional,K,5,585,519,0.887,541,0.925
2021-2022,Los Angeles,Los Angeles Unified,Mary McLeod Bethune Middle,Intermediate/Middle Schools (Public),Traditional,7,8,873,842,0.9640000000000001,856,0.981
2021-2022,Los Angeles,Los Angeles Unified,Math and Science College Preparatory,High Schools (Public),Traditional,9,12,530,459,0.866,489,0.9229999999999999
2021-2022,Los Angeles,Los Angeles Unified,"Math, Science, & Technology Magnet Academy at Roosevelt High",Alternative Schools of Choice,Alternative School of Choice,9,12,503,455,0.905,474,0.9420000000000001
2021-2022,Los Angeles,Los Angeles Unified,Matrix for Success Academy,High Schools (Public),Traditional,9,12,187,162,0.866,169,0.904
2021-2022,Los Angeles,Los Angeles Unified,Maurice Sendak Elementary,Elementary Schools (Public),Traditional,K,5,390,358,0.9179999999999999,369,0.946
2021-2022,Los Angeles,Los Angeles Unified,Mayall Street Elementary,Elementary Schools (Public),Traditional,K,5,435,253,0.5820000000000001,293,0.674
2021-2022,Los Angeles,Los Angeles Unified,Mayberry Street Elementary,Elementary Schools (Public),Traditional,K,5,151,123,0.815,133,0.8809999999999999
2021-2022,Los Angeles,Los Angeles Unified,Maywood Academy High,High Schools (Public),Traditional,9,12,1009,939,0.9309999999999999,971,0.9620000000000001
2021-2022,Los Angeles,Los Angeles Unified,Maywood Center for Enriched Studies,Alternative Schools of Choice,Alternative School of Choice,6,12,1225,1066,0.87,1144,0.934
2021-2022,Los Angeles,Los Angeles Unified,Maywood Elementary,Elementary Schools (Public),Traditional,K,5,476,431,0.905,455,0.956
2021-2022,Los Angeles,Los Angeles Unified,McKinley Avenue Elementary,Elementary Schools (Public),Traditional,K,6,573,553,0.965,562,0.981
2021-2022,Los Angeles,Los Angeles Unified,Melrose Avenue Elementary,Elementary Schools (Public),Traditional,K,5,420,139,0.331,171,0.40700000000000003
2021-2022,Los Angeles,Los Angeles Unified,Melvin Avenue Elementary,Elementary Schools (Public),Traditional,K,5,362,292,0.807,322,0.89
2021-2022,Los Angeles,Los Angeles Unified,Menlo Avenue Elementary,Elementary Schools (Public),Traditional,K,6,435,423,0.972,427,0.982
2021-2022,Los Angeles,Los Angeles Unified,Mervyn M. Dymally High,High Schools (Public),Traditional,9,12,682,656,0.9620000000000001,668,0.9790000000000001
2021-2022,Los Angeles,Los Angeles Unified,Metropolitan Continuation,Continuation High Schools,Continuation School,9,12,46,44,0.9570000000000001,45,0.978
2021-2022,Los Angeles,Los Angeles Unified,Meyler Street Elementary,Elementary Schools (Public),Traditional,K,5,613,543,0.8859999999999999,565,0.922
2021-2022,Los Angeles,Los Angeles Unified,Michelle Obama Elementary,Elementary Schools (Public),Traditional,K,5,574,548,0.955,560,0.976
2021-2022,Los Angeles,Los Angeles Unified,Micheltorena Street Elementary,Elementary Schools (Public),Traditional,K,5,337,124,0.368,129,0.38299999999999995
2021-2022,Los Angeles,Los Angeles Unified,Mid-City's Prescott School of Enriched Sciences,Alternative Schools of Choice,Alternative School of Choice,1,5,186,115,0.618,135,0.726
2021-2022,Los Angeles,Los Angeles Unified,Middle College High,High Schools (Public),Traditional,9,12,383,327,0.8540000000000001,353,0.922
2021-2022,Los Angeles,Los Angeles Unified,Middleton Primary Center,Elementary Schools (Public),Traditional,K,1,223,201,0.9009999999999999,211,0.946
2021-2022,Los Angeles,Los Angeles Unified,Middleton Street Elementary,Elementary Schools (Public),Traditional,1,6,659,626,0.95,648,0.983
2021-2022,Los Angeles,Los Angeles Unified,Miles Avenue Elementary,Elementary Schools (Public),Traditional,K,5,815,745,0.914,777,0.953
2021-2022,Los Angeles,Los Angeles Unified,Miramonte Elementary,Elementary Schools (Public),Traditional,K,5,612,587,0.9590000000000001,597,0.975
2021-2022,Los Angeles,Los Angeles Unified,Mission Continuation,Continuation High Schools,Continuation School,9,12,77,72,0.935,76,0.987
2021-2022,Los Angeles,Los Angeles Unified,Moneta Continuation,Continuation High Schools,Continuation School,9,12,33,30,0.909,31,0.9390000000000001
2021-2022,Los Angeles,Los Angeles Unified,Monsenor Oscar Romero Charter Middle,Intermediate/Middle Schools (Public),Traditional,6,8,295,251,0.851,274,0.929
2021-2022,Los Angeles,Los Angeles Unified,Montague Charter Academy,Elementary Schools (Public),Traditional,K,5,842,609,0.723,696,0.8270000000000001
2021-2022,Los Angeles,Los Angeles Unified,Montara Avenue Elementary,Elementary Schools (Public),Traditional,K,6,642,574,0.894,599,0.9329999999999999
2021-2022,Los Angeles,Los Angeles Unified,Monte Vista Street Elementary,Elementary Schools (Public),Traditional,K,5,261,229,0.877,242,0.927
2021-2022,Los Angeles,Los Angeles Unified,Monterey Continuation,Continuation High Schools,Continuation School,9,12,42,41,0.976,41,0.976
2021-2022,Los Angeles,Los Angeles Unified,Morningside Elementary,Elementary Schools (Public),Traditional,K,5,443,381,0.86,408,0.9209999999999999
2021-2022,Los Angeles,Los Angeles Unified,Morris K. Hamasaki Elementary,Elementary Schools (Public),Traditional,K,6,387,343,0.8859999999999999,356,0.92
2021-2022,Los Angeles,Los Angeles Unified,Mountain View Elementary,Elementary Schools (Public),Traditional,K,5,472,275,0.583,329,0.6970000000000001
2021-2022,Los Angeles,Los Angeles Unified,Mt. Gleason Middle,Intermediate/Middle Schools (Public),Traditional,6,8,748,558,0.746,616,0.8240000000000001
2021-2022,Los Angeles,Los Angeles Unified,Mt. Lukens Continuation,Continuation High Schools,Continuation School,9,12,19,19,1.0,19,1.0
2021-2022,Los Angeles,Los Angeles Unified,Mt. Washington Elementary,Elementary Schools (Public),Traditional,K,6,416,58,0.139,61,0.147
2021-2022,Los Angeles,Los Angeles Unified,Multicultural Learning Center,Elementary Schools (Public),Traditional,K,8,446,221,0.496,245,0.5489999999999999
2021-2022,Los Angeles,Los Angeles Unified,Multnomah Street Elementary,Elementary Schools (Public),Traditional,K,5,314,218,0.6940000000000001,240,0.764
2021-2022,Los Angeles,Los Angeles Unified,Murchison Street Elementary,Elementary Schools (Public),Traditional,K,6,365,342,0.937,352,0.9640000000000001
2021-2022,Los Angeles,Los Angeles Unified,N.E.W. Academy Canoga Park,Elementary Schools (Public),Traditional,K,5,384,313,0.815,349,0.909
2021-2022,Los Angeles,Los Angeles Unified,N.E.W. Academy of Science and Arts,Elementary Schools (Public),Traditional,K,5,414,412,0.995,412,0.995
2021-2022,Los Angeles,Los Angeles Unified,Napa Street Elementary,Elementary Schools (Public),Traditional,K,5,419,375,0.895,383,0.914
2021-2022,Los Angeles,Los Angeles Unified,Nathaniel Narbonne Senior High,High Schools (Public),Traditional,9,12,1795,1292,0.72,1432,0.7979999999999999
2021-2022,Los Angeles,Los Angeles Unified,Nava College Preparatory Academy,High Schools (Public),Traditional,9,12,585,573,0.9790000000000001,579,0.99
2021-2022,Los Angeles,Los Angeles Unified,Nestle Avenue Charter,Elementary Schools (Public),Traditional,K,5,377,194,0.515,207,0.5489999999999999
2021-2022,Los Angeles,Los Angeles Unified,Nevada Avenue Elementary,Elementary Schools (Public),Traditional,K,5,330,266,0.8059999999999999,279,0.845
2021-2022,Los Angeles,Los Angeles Unified,Nevin Avenue Elementary,Elementary Schools (Public),Traditional,K,5,476,447,0.9390000000000001,467,0.981
2021-2022,Los Angeles,Los Angeles Unified,New Designs Charter,K-12 Schools (Public),Traditional,6,12,820,463,0.565,463,0.565
2021-2022,Los Angeles,Los Angeles Unified,New Designs Charter School-Watts,K-12 Schools (Public),Traditional,6,12,313,186,0.594,186,0.594
2021-2022,Los Angeles,Los Angeles Unified,New Heights Charter,Elementary Schools (Public),Traditional,K,8,411,391,0.951,410,0.998
2021-2022,Los Angeles,Los Angeles Unified,New Horizons Charter Academy,Elementary Schools (Public),Traditional,K,8,258,197,0.764,227,0.88
2021-2022,Los Angeles,Los Angeles Unified,New Los Angeles Charter,Intermediate/Middle Schools (Public),Traditional,6,8,320,266,0.831,292,0.9129999999999999
2021-2022,Los Angeles,Los Angeles Unified,New Los Angeles Charter Elementary,Elementary Schools (Public),Traditional,K,5,192,138,0.7190000000000001,157,0.818
2021-2022,Los Angeles,Los Angeles Unified,New Millennium Secondary,High Schools (Public),Traditional,9,12,186,108,0.581,115,0.618
2021-2022,Los Angeles,Los Angeles Unified,New Open World Academy K-12,K-12 Schools (Public),Traditional,K,12,994,948,0.9540000000000001,970,0.976
2021-2022,Los Angeles,Los Angeles Unified,New Village Girls Academy,High Schools (Public),Traditional,9,12,88,79,0.898,84,0.955
2021-2022,Los Angeles,Los Angeles Unified,Newcastle Elementary,Elementary Schools (Public),Traditional,K,5,277,238,0.8590000000000001,250,0.903
2021-2022,Los Angeles,Los Angeles Unified,Ninety-Fifth Street Elementary,Elementary Schools (Public),Traditional,K,5,726,697,0.96,713,0.982
2021-2022,Los Angeles,Los Angeles Unified,Ninety-Ninth Street Elementary,Elementary Schools (Public),Traditional,K,6,468,444,0.9490000000000001,456,0.9740000000000001
2021-2022,Los Angeles,Los Angeles Unified,Ninety-Second Street Elementary,Elementary Schools (Public),Traditional,K,6,684,658,0.9620000000000001,672,0.982
2021-2022,Los Angeles,Los Angeles Unified,Ninety-Sixth Street Elementary,Elementary Schools (Public),Traditional,K,6,576,560,0.972,568,0.986
2021-2022,Los Angeles,Los Angeles Unified,Ninety-Third Street Elementary,Elementary Schools (Public),Traditional,K,6,893,864,0.968,875,0.98
2021-2022,Los Angeles,Los Angeles Unified,Ninth Street Elementary,Elementary Schools (Public),Traditional,K,5,226,217,0.96,219,0.9690000000000001
2021-2022,Los Angeles,Los Angeles Unified,Noble Avenue Elementary,Elementary Schools (Public),Traditional,K,5,725,684,0.943,702,0.968
2021-2022,Los Angeles,Los Angeles Unified,"Nonpublic, Nonsectarian Schools",,,,,1780,622,0.349,622,0.349
2021-2022,Los Angeles,Los Angeles Unified,Nora Sterry Elementary,Elementary Schools (Public),Traditional,K,5,209,153,0.732,166,0.794
2021-2022,Los Angeles,Los Angeles Unified,Normandie Avenue Elementary,Elementary Schools (Public),Traditional,K,5,594,556,0.9359999999999999,570,0.96
2021-2022,Los Angeles,Los Angeles Unified,Normont Elementary,Elementary Schools (Public),Traditional,K,5,276,263,0.953,267,0.9670000000000001
2021-2022,Los Angeles,Los Angeles Unified,North Hollywood Senior High,High Schools (Public),Traditional,9,12,2555,1440,0.564,1600,0.626
2021-2022,Los Angeles,Los Angeles Unified,Northridge Academy High,High Schools (Public),Traditional,9,12,938,596,0.635,680,0.725
2021-2022,Los Angeles,Los Angeles Unified,Northridge Middle,Intermediate/Middle Schools (Public),Traditional,6,8,717,638,0.89,676,0.943
2021-2022,Los Angeles,Los Angeles Unified,Norwood Street Elementary,Elementary Schools (Public),Traditional,K,5,343,326,0.95,329,0.9590000000000001
2021-2022,Los Angeles,Los Angeles Unified,Nueva Vista Elementary,Elementary Schools (Public),Traditional,K,6,676,608,0.899,635,0.9390000000000001
2021-2022,Los Angeles,Los Angeles Unified,Ocean Charter,Elementary Schools (Public),Traditional,K,8,547,105,0.192,106,0.19399999999999998
2021-2022,Los Angeles,Los Angeles Unified,Odyssey Continuation,Continuation High Schools,Continuation School,9,12,67,52,0.7759999999999999,52,0.7759999999999999
2021-2022,Los Angeles,Los Angeles Unified,Olive Vista Middle,Intermediate/Middle Schools (Public),Traditional,6,8,989,862,0.872,910,0.92
2021-2022,Los Angeles,Los Angeles Unified,Oliver Wendell Holmes Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1010,609,0.603,692,0.685
2021-2022,Los Angeles,Los Angeles Unified,Olympic Primary Center,Elementary Schools (Public),Traditional,K,K,125,117,0.9359999999999999,119,0.9520000000000001
2021-2022,Los Angeles,Los Angeles Unified,O'Melveny Elementary,Elementary Schools (Public),Traditional,K,5,394,351,0.8909999999999999,374,0.9490000000000001
2021-2022,Los Angeles,Los Angeles Unified,One Hundred Eighteenth Street,Elementary Schools (Public),Traditional,K,5,462,446,0.965,454,0.983
2021-2022,Los Angeles,Los Angeles Unified,One Hundred Eighty-Sixth Street Elementary,Elementary Schools (Public),Traditional,K,5,620,483,0.779,512,0.826
2021-2022,Los Angeles,Los Angeles Unified,One Hundred Fifty-Sixth Street Elementary,Elementary Schools (Public),Traditional,K,6,336,171,0.509,215,0.64
2021-2022,Los Angeles,Los Angeles Unified,One Hundred Fifty-Third Street,Elementary Schools (Public),Traditional,K,5,380,314,0.826,334,0.879
2021-2022,Los Angeles,Los Angeles Unified,One Hundred Ninth Street Elementary,Elementary Schools (Public),Traditional,K,5,320,304,0.95,308,0.963
2021-2022,Los Angeles,Los Angeles Unified,One Hundred Seventh Street Elementary,Elementary Schools (Public),Traditional,K,5,770,730,0.948,754,0.9790000000000001
2021-2022,Los Angeles,Los Angeles Unified,One Hundred Sixteenth Street Elementary,Elementary Schools (Public),Traditional,K,5,391,366,0.9359999999999999,386,0.987
2021-2022,Los Angeles,Los Angeles Unified,One Hundred Thirty-Fifth Street Elementary,Elementary Schools (Public),Traditional,K,5,536,475,0.8859999999999999,495,0.924
2021-2022,Los Angeles,Los Angeles Unified,One Hundred Twelfth Street Elementary,Elementary Schools (Public),Traditional,K,5,339,329,0.971,334,0.985
2021-2022,Los Angeles,Los Angeles Unified,One Hundred Twenty-Second Street Elementary,Elementary Schools (Public),Traditional,K,5,571,542,0.9490000000000001,556,0.9740000000000001
2021-2022,Los Angeles,Los Angeles Unified,Open Charter Magnet,Elementary Schools (Public),Traditional,K,5,392,58,0.14800000000000002,74,0.18899999999999997
2021-2022,Los Angeles,Los Angeles Unified,Orchard Academies 2B,Intermediate/Middle Schools (Public),Traditional,6,8,380,343,0.903,353,0.929
2021-2022,Los Angeles,Los Angeles Unified,Orchard Academies 2C,Intermediate/Middle Schools (Public),Traditional,6,8,365,324,0.888,344,0.9420000000000001
2021-2022,Los Angeles,Los Angeles Unified,Orthopaedic Hospital,Alternative Schools of Choice,Alternative School of Choice,9,12,731,663,0.907,694,0.9490000000000001
2021-2022,Los Angeles,Los Angeles Unified,Orville Wright Engineering and Design Magnet,Alternative Schools of Choice,Alternative School of Choice,6,8,417,294,0.705,313,0.7509999999999999
2021-2022,Los Angeles,Los Angeles Unified,Oscar De La Hoya Animo Charter High,High Schools (Public),Traditional,9,12,613,536,0.8740000000000001,583,0.951
2021-2022,Los Angeles,Los Angeles Unified,Osceola Street Elementary,Elementary Schools (Public),Traditional,K,5,331,272,0.8220000000000001,291,0.879
2021-2022,Los Angeles,Los Angeles Unified,Our Community Charter,Elementary Schools (Public),Traditional,K,8,414,86,0.20800000000000002,97,0.23399999999999999
2021-2022,Los Angeles,Los Angeles Unified,Overland Avenue Elementary,Elementary Schools (Public),Traditional,K,5,428,42,0.098,44,0.10300000000000001
2021-2022,Los Angeles,Los Angeles Unified,Owensmouth Continuation,Continuation High Schools,Continuation School,9,12,84,79,0.94,80,0.9520000000000001
2021-2022,Los Angeles,Los Angeles Unified,Oxnard Street Elementary,Elementary Schools (Public),Traditional,K,5,293,263,0.898,273,0.932
2021-2022,Los Angeles,Los Angeles Unified,Pacific Boulevard,Elementary Schools (Public),Traditional,K,5,334,308,0.922,320,0.958
2021-2022,Los Angeles,Los Angeles Unified,Pacoima Charter Elementary,Elementary Schools (Public),Traditional,K,6,991,752,0.759,799,0.8059999999999999
2021-2022,Los Angeles,Los Angeles Unified,Pacoima Middle,Intermediate/Middle Schools (Public),Traditional,6,8,904,795,0.879,836,0.925
2021-2022,Los Angeles,Los Angeles Unified,Palisades Charter Elementary,Elementary Schools (Public),Traditional,K,5,406,41,0.10099999999999999,45,0.111
2021-2022,Los Angeles,Los Angeles Unified,Palisades Charter High,High Schools (Public),Traditional,9,12,2988,735,0.24600000000000002,814,0.272
2021-2022,Los Angeles,Los Angeles Unified,Palms Elementary,Elementary Schools (Public),Traditional,K,5,248,167,0.6729999999999999,181,0.73
2021-2022,Los Angeles,Los Angeles Unified,Palms Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1265,664,0.525,750,0.593
2021-2022,Los Angeles,Los Angeles Unified,Panorama City Elementary,Elementary Schools (Public),Traditional,K,5,458,438,0.956,447,0.976
2021-2022,Los Angeles,Los Angeles Unified,Panorama High,High Schools (Public),Traditional,9,12,1411,1351,0.9570000000000001,1384,0.981
2021-2022,Los Angeles,Los Angeles Unified,Para Los Niños - Evelyn Thurman Gratts Primary,Elementary Schools (Public),Traditional,K,2,214,177,0.8270000000000001,189,0.883
2021-2022,Los Angeles,Los Angeles Unified,Para Los Niños Charter,Elementary Schools (Public),Traditional,K,5,296,234,0.7909999999999999,261,0.882
2021-2022,Los Angeles,Los Angeles Unified,Para Los Niños Middle,Intermediate/Middle Schools (Public),Traditional,6,8,283,256,0.905,267,0.943
2021-2022,Los Angeles,Los Angeles Unified,Park Avenue Elementary,Elementary Schools (Public),Traditional,K,6,339,299,0.882,321,0.9470000000000001
