Academic Year,County Name,District Name,School Name,School Type,Educational_Type,Low Grade,High Grade,1920_Enrollment,1920_Free_Meal_Count,1920_Free_Meal_Percent,1920_FRPM_Count,1920_FRPM_Percent
2019-2020,Butte,Thermalito Union Elementary,Heritage Community Day,District Community Day Schools,Community Day School,4,8,10,9,0.9,10,1.0
2019-2020,Butte,Pioneer Union Elementary,Berry Creek Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,56,51,0.9109999999999999,53,0.946
2019-2020,Butte,Gridley Unified,Esperanza High (Continuation),Continuation High Schools,Continuation School,9,12,42,36,0.857,37,0.8809999999999999
2019-2020,Butte,Gridley Unified,Gridley High,High Schools (Public),Traditional,9,12,655,376,0.574,438,0.669
2019-2020,Butte,Gridley Unified,McKinley Elementary,Elementary Schools (Public),Traditional,K,1,319,201,0.63,218,0.6829999999999999
2019-2020,Butte,Gridley Unified,Sycamore Middle,Intermediate/Middle Schools (Public),Traditional,6,8,465,315,0.677,363,0.7809999999999999
2019-2020,Butte,Gridley Unified,Wilson Elementary,Elementary Schools (Public),Traditional,2,5,606,429,0.708,489,0.807
2019-2020,Calaveras,Calaveras County Office of Education,Calaveras River Academy,County Community,County Community School,6,12,17,13,0.765,13,0.765
2019-2020,Calaveras,Calaveras County Office of Education,Mountain Oaks,K-12 Schools (Public),Traditional,K,12,382,150,0.39299999999999996,150,0.39299999999999996
2019-2020,Calaveras,Calaveras County Office of Education,Calaveras County Special Education (SELPA),Special Education Schools (Public),Special Education School,P,Adult,16,2,0.125,2,0.125
2019-2020,Calaveras,Calaveras County Office of Education,Oakendell Community,County Community,County Community School,6,12,15,13,0.867,13,0.867
2019-2020,Calaveras,Bret Harte Union High,"Nonpublic, Nonsectarian Schools",,,,,3,1,0.33299999999999996,1,0.33299999999999996
2019-2020,Calaveras,Bret Harte Union High,Vallecito Continuation High,Continuation High Schools,Continuation School,9,12,29,16,0.552,17,0.586
2019-2020,Calaveras,Bret Harte Union High,John Vierra High,Alternative Schools of Choice,Alternative School of Choice,9,12,21,6,0.28600000000000003,6,0.28600000000000003
2019-2020,Calaveras,Bret Harte Union High,Bret Harte Union High,High Schools (Public),Traditional,9,12,589,190,0.32299999999999995,222,0.377
2019-2020,Calaveras,Calaveras Unified,"Nonpublic, Nonsectarian Schools",,,,,8,4,0.5,4,0.5
2019-2020,Calaveras,Calaveras Unified,Gold Strike High,Continuation High Schools,Continuation School,9,12,32,24,0.75,25,0.7809999999999999
2019-2020,Calaveras,Calaveras Unified,Calaveras Unified Alternative-Sierra Hills Education Center,Alternative Schools of Choice,Alternative School of Choice,K,12,38,23,0.605,27,0.711
2019-2020,Calaveras,Calaveras Unified,Calaveras High,High Schools (Public),Traditional,9,12,814,325,0.39899999999999997,362,0.445
2019-2020,Calaveras,Calaveras Unified,Mokelumne Hill Elementary,Elementary Schools (Public),Traditional,K,6,98,55,0.561,57,0.5820000000000001
2019-2020,Calaveras,Calaveras Unified,Rail Road Flat Elementary,Elementary Schools (Public),Traditional,K,6,42,28,0.667,31,0.738
2019-2020,Calaveras,Calaveras Unified,San Andreas Elementary,Elementary Schools (Public),Traditional,K,8,316,217,0.687,221,0.6990000000000001
2019-2020,Calaveras,Calaveras Unified,Valley Springs Elementary,Elementary Schools (Public),Traditional,K,5,396,198,0.5,220,0.556
2019-2020,Calaveras,Calaveras Unified,West Point Elementary,Elementary Schools (Public),Traditional,K,6,105,77,0.733,81,0.7709999999999999
2019-2020,Calaveras,Calaveras Unified,Toyon Middle,Intermediate/Middle Schools (Public),Traditional,6,8,561,253,0.451,280,0.499
2019-2020,Calaveras,Calaveras Unified,Jenny Lind Elementary,Elementary Schools (Public),Traditional,K,5,465,200,0.43,213,0.45799999999999996
2019-2020,Calaveras,Mark Twain Union Elementary,"Nonpublic, Nonsectarian Schools",,,,,1,0,0.0,0,0.0
2019-2020,Calaveras,Mark Twain Union Elementary,Copperopolis Elementary,Elementary Schools (Public),Traditional,K,6,240,119,0.496,134,0.5579999999999999
2019-2020,Calaveras,Mark Twain Union Elementary,Mark Twain Elementary,Elementary Schools (Public),Traditional,K,8,529,293,0.5539999999999999,307,0.58
2019-2020,Calaveras,Vallecito Union,"Nonpublic, Nonsectarian Schools",,,,,1,0,0.0,0,0.0
2019-2020,Calaveras,Vallecito Union,Hazel Fischer Elementary,Elementary Schools (Public),Traditional,K,5,177,50,0.282,62,0.35
2019-2020,Calaveras,Vallecito Union,Albert A. Michelson Elementary,Elementary Schools (Public),Traditional,K,5,217,95,0.43799999999999994,101,0.465
2019-2020,Calaveras,Vallecito Union,Avery Middle,Intermediate/Middle Schools (Public),Traditional,6,8,201,74,0.368,91,0.45299999999999996
2019-2020,Calaveras,Vallecito Union,Home School Academy (Alternative),Alternative Schools of Choice,Alternative School of Choice,K,8,2,1,0.5,1,0.5
2019-2020,Colusa,Colusa County Office of Education,District Office,,,K,Adult,10,0,0.0,0,0.0
2019-2020,Colusa,Colusa County Office of Education,Coastal Buttes,Special Education Schools (Public),Special Education School,K,12,6,3,0.5,3,0.5
2019-2020,Colusa,Colusa County Office of Education,S. William Abel Community,County Community,County Community School,7,12,16,13,0.813,13,0.813
2019-2020,Colusa,Colusa Unified,"Nonpublic, Nonsectarian Schools",,,,,1,0,0.0,0,0.0
2019-2020,Colusa,Colusa Unified,Colusa Alternative High (Continuation),Continuation High Schools,Continuation School,9,12,15,12,0.8,12,0.8
2019-2020,Colusa,Colusa Unified,Colusa Alternative Home,Alternative Schools of Choice,Alternative School of Choice,K,12,54,32,0.593,33,0.611
2019-2020,Colusa,Colusa Unified,Colusa High,High Schools (Public),Traditional,9,12,411,207,0.504,247,0.601
2019-2020,Colusa,Colusa Unified,James M. Burchfield Primary,Elementary Schools (Public),Traditional,K,3,454,295,0.65,346,0.762
2019-2020,Colusa,Colusa Unified,George T. Egling Middle,Intermediate/Middle Schools (Public),Traditional,4,8,591,321,0.5429999999999999,409,0.6920000000000001
2019-2020,Colusa,Maxwell Unified,Maxwell Middle,Intermediate/Middle Schools (Public),Traditional,6,8,91,58,0.637,63,0.6920000000000001
2019-2020,Colusa,Maxwell Unified,Maxwell Sr High,High Schools (Public),Traditional,9,12,99,67,0.677,74,0.747
2019-2020,Colusa,Maxwell Unified,Maxwell Elementary,Elementary Schools (Public),Traditional,K,5,153,84,0.5489999999999999,93,0.608
2019-2020,Colusa,Pierce Joint Unified,"Nonpublic, Nonsectarian Schools",,,,,1,0,0.0,0,0.0
2019-2020,Colusa,Pierce Joint Unified,Arbuckle Alternative High (Continuation),Continuation High Schools,Continuation School,9,12,10,7,0.7,9,0.9
2019-2020,Colusa,Pierce Joint Unified,Pierce High,High Schools (Public),Traditional,9,12,434,198,0.456,279,0.643
2019-2020,Colusa,Pierce Joint Unified,Arbuckle Elementary,Elementary Schools (Public),Traditional,K,5,579,282,0.48700000000000004,419,0.7240000000000001
2019-2020,Colusa,Pierce Joint Unified,Grand Island Elementary,Elementary Schools (Public),Traditional,K,6,56,32,0.5710000000000001,49,0.875
2019-2020,Colusa,Pierce Joint Unified,Lloyd G. Johnson Junior High,Intermediate/Middle Schools (Public),Traditional,6,8,374,191,0.511,285,0.762
2019-2020,Colusa,Williams Unified,Williams Upper Elementary,Elementary Schools (Public),Traditional,4,6,324,247,0.762,290,0.895
2019-2020,Colusa,Williams Unified,Mid Valley High (Continuation),Continuation High Schools,Continuation School,10,12,20,16,0.8,18,0.9
2019-2020,Colusa,Williams Unified,Williams Junior/Senior High,High Schools (Public),Traditional,7,12,615,468,0.7609999999999999,561,0.912
2019-2020,Colusa,Williams Unified,Williams Primary Elementary,Elementary Schools (Public),Traditional,K,3,416,323,0.7759999999999999,374,0.899
2019-2020,Contra Costa,Contra Costa County Office of Education,Far East County Programs,Special Education Schools (Public),Special Education School,K,12,67,27,0.40299999999999997,28,0.418
2019-2020,Contra Costa,Contra Costa County Office of Education,Central County Special Education Programs,Special Education Schools (Public),Special Education School,K,12,24,1,0.042,1,0.042
2019-2020,Contra Costa,Contra Costa County Office of Education,East County Elementary Special Education,Special Education Schools (Public),Special Education School,K,12,26,22,0.846,22,0.846
2019-2020,Contra Costa,Contra Costa County Office of Education,Making Waves Academy,K-12 Schools (Public),Traditional,5,12,1021,605,0.593,792,0.7759999999999999
2019-2020,Contra Costa,Contra Costa County Office of Education,Heritage CCCOE Special Education Programs,Special Education Schools (Public),Special Education School,K,12,45,21,0.467,23,0.511
2019-2020,Contra Costa,Contra Costa County Office of Education,Mt. McKinley,Juvenile Court Schools,Juvenile Court School,7,12,99,99,1.0,99,1.0
2019-2020,Contra Costa,Contra Costa County Office of Education,Caliber: Beta Academy,Elementary Schools (Public),Traditional,K,8,859,514,0.598,660,0.768
2019-2020,Contra Costa,Contra Costa County Office of Education,Summit Public School K2,High Schools (Public),Traditional,7,12,602,300,0.498,382,0.635
2019-2020,Contra Costa,Contra Costa County Office of Education,Contra Costa School of Performing Arts,K-12 Schools (Public),Traditional,6,12,451,106,0.235,123,0.273
2019-2020,Contra Costa,Contra Costa County Office of Education,Invictus Academy of Richmond,High Schools (Public),Traditional,7,12,159,79,0.49700000000000005,98,0.616
2019-2020,Contra Costa,Contra Costa County Office of Education,Golden Gate Community,County Community,County Community School,6,12,142,98,0.69,114,0.8029999999999999
2019-2020,Contra Costa,Contra Costa County Office of Education,Clayton Valley Charter High,High Schools (Public),Traditional,9,12,2234,365,0.163,439,0.19699999999999998
2019-2020,Contra Costa,Contra Costa County Office of Education,Floyd I. Marchus,Special Education Schools (Public),Special Education School,K,12,60,36,0.6,36,0.6
2019-2020,Contra Costa,Acalanes Union High,"Nonpublic, Nonsectarian Schools",,,,,29,0,0.0,0,0.0
2019-2020,Contra Costa,Acalanes Union High,Acalanes Center for Independent Study,Alternative Schools of Choice,Alternative School of Choice,9,12,49,6,0.122,6,0.122
2019-2020,Contra Costa,Acalanes Union High,Acalanes High,High Schools (Public),Traditional,9,12,1318,57,0.043,66,0.05
2019-2020,Contra Costa,Acalanes Union High,Campolindo High,High Schools (Public),Traditional,9,12,1376,43,0.031,44,0.032
2019-2020,Contra Costa,Acalanes Union High,Las Lomas High,High Schools (Public),Traditional,9,12,1627,174,0.107,190,0.11699999999999999
2019-2020,Contra Costa,Acalanes Union High,Miramonte High,High Schools (Public),Traditional,9,12,1236,38,0.031,42,0.034
2019-2020,Contra Costa,Antioch Unified,"Nonpublic, Nonsectarian Schools",,,,,159,96,0.604,103,0.648
2019-2020,Contra Costa,Antioch Unified,Lone Tree Elementary,Elementary Schools (Public),Traditional,K,5,574,343,0.598,402,0.7
2019-2020,Contra Costa,Antioch Unified,Dallas Ranch Middle,Intermediate/Middle Schools (Public),Traditional,6,8,937,526,0.561,603,0.644
2019-2020,Contra Costa,Antioch Unified,Carmen Dragon Elementary,Elementary Schools (Public),Traditional,K,6,428,270,0.631,300,0.701
2019-2020,Contra Costa,Antioch Unified,Bidwell Continuation High,Continuation High Schools,Continuation School,10,12,150,93,0.62,100,0.667
2019-2020,Contra Costa,Antioch Unified,Orchard Park,Elementary Schools (Public),Traditional,K,8,760,431,0.5670000000000001,492,0.647
2019-2020,Contra Costa,Antioch Unified,Antioch Charter Academy II,Elementary Schools (Public),Traditional,K,8,202,58,0.287,79,0.391
2019-2020,Contra Costa,Antioch Unified,Dozier-Libbey Medical High,Alternative Schools of Choice,Alternative School of Choice,9,12,717,352,0.491,413,0.5760000000000001
2019-2020,Contra Costa,Antioch Unified,Rocketship Delta Prep,Elementary Schools (Public),Traditional,K,5,474,296,0.624,339,0.715
2019-2020,Contra Costa,Antioch Unified,Live Oak High (Continuation),Continuation High Schools,Continuation School,10,12,146,93,0.637,100,0.685
2019-2020,Contra Costa,Antioch Unified,Prospects High (Alternative),Alternative Schools of Choice,Alternative School of Choice,K,12,328,210,0.64,221,0.674
2019-2020,Contra Costa,Antioch Unified,Deer Valley High,High Schools (Public),Traditional,9,12,1886,916,0.486,1097,0.5820000000000001
2019-2020,Contra Costa,Antioch Unified,Antioch High,High Schools (Public),Traditional,9,12,2042,1266,0.62,1455,0.713
2019-2020,Contra Costa,Antioch Unified,Belshaw Elementary,Elementary Schools (Public),Traditional,K,5,482,327,0.6779999999999999,378,0.784
2019-2020,Contra Costa,Antioch Unified,Fremont Elementary,Elementary Schools (Public),Traditional,K,5,444,348,0.784,371,0.836
2019-2020,Contra Costa,Antioch Unified,Kimball Elementary,Elementary Schools (Public),Traditional,K,5,474,345,0.728,391,0.825
2019-2020,Contra Costa,Antioch Unified,Marsh Elementary,Elementary Schools (Public),Traditional,K,5,669,494,0.738,518,0.774
2019-2020,Contra Costa,Antioch Unified,Sutter Elementary,Elementary Schools (Public),Traditional,K,5,591,329,0.557,379,0.6409999999999999
2019-2020,Contra Costa,Antioch Unified,Turner Elementary,Elementary Schools (Public),Traditional,K,5,511,368,0.72,419,0.82
2019-2020,Contra Costa,Antioch Unified,Antioch Middle,Intermediate/Middle Schools (Public),Traditional,6,8,874,654,0.748,717,0.82
2019-2020,Contra Costa,Antioch Unified,Park Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1123,707,0.63,843,0.7509999999999999
2019-2020,Contra Costa,Antioch Unified,Mission Elementary,Elementary Schools (Public),Traditional,K,5,572,388,0.6779999999999999,440,0.769
2019-2020,Contra Costa,Antioch Unified,Muir (John) Elementary,Elementary Schools (Public),Traditional,K,5,591,337,0.57,396,0.67
2019-2020,Contra Costa,Antioch Unified,Jack London Elementary,Elementary Schools (Public),Traditional,K,6,522,332,0.636,374,0.716
2019-2020,Contra Costa,Antioch Unified,Black Diamond Middle,Intermediate/Middle Schools (Public),Traditional,7,8,382,233,0.61,266,0.696
2019-2020,Contra Costa,Antioch Unified,Grant Elementary,Elementary Schools (Public),Traditional,K,6,439,248,0.565,297,0.677
2019-2020,Contra Costa,Antioch Unified,Antioch Charter Academy,Elementary Schools (Public),Traditional,K,8,198,44,0.222,52,0.263
2019-2020,Contra Costa,Antioch Unified,Diablo Vista Elementary,Elementary Schools (Public),Traditional,K,5,492,294,0.598,342,0.695
2019-2020,Contra Costa,Brentwood Union Elementary,District Office,,,K,8,7,1,0.14300000000000002,2,0.28600000000000003
2019-2020,Contra Costa,Brentwood Union Elementary,"Nonpublic, Nonsectarian Schools",,,,,7,2,0.28600000000000003,3,0.429
2019-2020,Contra Costa,Brentwood Union Elementary,Pioneer Elementary,Elementary Schools (Public),Traditional,K,5,892,161,0.18,208,0.233
2019-2020,Contra Costa,Brentwood Union Elementary,Marsh Creek Elementary,Elementary Schools (Public),Traditional,K,5,765,190,0.248,230,0.301
2019-2020,Contra Costa,Brentwood Union Elementary,Adams (J. Douglas) Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1149,219,0.191,255,0.222
2019-2020,Contra Costa,Brentwood Union Elementary,Mary Casey Black Elementary,Elementary Schools (Public),Traditional,K,5,695,209,0.301,278,0.4
2019-2020,Contra Costa,Brentwood Union Elementary,Brentwood Elementary,Elementary Schools (Public),Traditional,K,5,805,203,0.252,259,0.322
2019-2020,Contra Costa,Brentwood Union Elementary,Edna Hill Middle,Intermediate/Middle Schools (Public),Traditional,6,8,955,282,0.295,342,0.358
2019-2020,Contra Costa,Brentwood Union Elementary,Garin Elementary,Elementary Schools (Public),Traditional,K,5,731,219,0.3,277,0.379
2019-2020,Contra Costa,Brentwood Union Elementary,Ron Nunn Elementary,Elementary Schools (Public),Traditional,K,5,660,106,0.161,129,0.195
2019-2020,Contra Costa,Brentwood Union Elementary,William B. Bristow Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1182,239,0.20199999999999999,297,0.251
2019-2020,Contra Costa,Brentwood Union Elementary,Loma Vista Elementary,Elementary Schools (Public),Traditional,K,5,617,114,0.185,135,0.21899999999999997
2019-2020,Contra Costa,Brentwood Union Elementary,R. Paul Krey Elementary,Elementary Schools (Public),Traditional,K,5,825,144,0.175,169,0.205
2019-2020,Contra Costa,Byron Union Elementary,"Nonpublic, Nonsectarian Schools",,,,,1,0,0.0,0,0.0
2019-2020,Contra Costa,Byron Union Elementary,Vista Oaks Charter,K-12 Schools (Public),Traditional,K,12,845,257,0.304,315,0.373
2019-2020,Contra Costa,Byron Union Elementary,Excelsior Middle,Intermediate/Middle Schools (Public),Traditional,6,8,528,134,0.254,169,0.32
2019-2020,Contra Costa,Byron Union Elementary,Discovery Bay Elementary,Elementary Schools (Public),Traditional,K,5,416,116,0.27899999999999997,150,0.361
2019-2020,Contra Costa,Byron Union Elementary,Timber Point Elementary,Elementary Schools (Public),Traditional,K,5,484,108,0.223,116,0.24
2019-2020,Contra Costa,Canyon Elementary,Canyon Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,69,6,0.087,6,0.087
2019-2020,Contra Costa,John Swett Unified,"Nonpublic, Nonsectarian Schools",,,,,4,2,0.5,2,0.5
2019-2020,Contra Costa,John Swett Unified,John Swett High,High Schools (Public),Traditional,9,12,446,200,0.44799999999999995,229,0.513
2019-2020,Contra Costa,John Swett Unified,Willow High,Continuation High Schools,Continuation School,K,12,41,26,0.634,26,0.634
2019-2020,Contra Costa,John Swett Unified,Carquinez Middle,Intermediate/Middle Schools (Public),Traditional,6,8,305,181,0.593,203,0.6659999999999999
2019-2020,Contra Costa,John Swett Unified,Rodeo Hills Elementary,Elementary Schools (Public),Traditional,K,5,626,403,0.644,449,0.7170000000000001
2019-2020,Contra Costa,Knightsen Elementary,Old River Elementary,Elementary Schools (Public),Traditional,K,8,286,52,0.182,60,0.21
2019-2020,Contra Costa,Knightsen Elementary,Knightsen Elementary,Elementary Schools (Public),Traditional,K,8,319,89,0.27899999999999997,116,0.364
2019-2020,Contra Costa,Lafayette Elementary,"Nonpublic, Nonsectarian Schools",,,,,1,0,0.0,0,0.0
2019-2020,Contra Costa,Lafayette Elementary,Burton Valley Elementary,Elementary Schools (Public),Traditional,K,5,740,5,0.006999999999999999,5,0.006999999999999999
2019-2020,Contra Costa,Lafayette Elementary,Happy Valley Elementary,Elementary Schools (Public),Traditional,K,5,536,11,0.021,11,0.021
2019-2020,Contra Costa,Lafayette Elementary,Lafayette Elementary,Elementary Schools (Public),Traditional,K,5,546,25,0.046,25,0.046
2019-2020,Contra Costa,Lafayette Elementary,M. H. Stanley Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1256,45,0.036000000000000004,45,0.036000000000000004
2019-2020,Contra Costa,Lafayette Elementary,Springhill Elementary,Elementary Schools (Public),Traditional,K,5,458,10,0.022000000000000002,10,0.022000000000000002
2019-2020,Contra Costa,Liberty Union High,"Nonpublic, Nonsectarian Schools",,,,,24,5,0.20800000000000002,5,0.20800000000000002
2019-2020,Contra Costa,Liberty Union High,Heritage High,High Schools (Public),Traditional,9,12,2595,421,0.162,478,0.184
2019-2020,Contra Costa,Liberty Union High,Freedom High,High Schools (Public),Traditional,9,12,2545,901,0.354,1052,0.413
2019-2020,Contra Costa,Liberty Union High,Independence High,Alternative Schools of Choice,Alternative School of Choice,9,12,202,50,0.248,50,0.248
2019-2020,Contra Costa,Liberty Union High,Liberty High,High Schools (Public),Traditional,9,12,2795,723,0.259,844,0.302
2019-2020,Contra Costa,Liberty Union High,La Paloma High (Continuation),Continuation High Schools,Continuation School,9,12,143,77,0.5379999999999999,82,0.573
2019-2020,Contra Costa,Martinez Unified,"Nonpublic, Nonsectarian Schools",,,,,19,5,0.263,5,0.263
2019-2020,Contra Costa,Martinez Unified,Vicente Martinez High,Continuation High Schools,Continuation School,9,12,61,24,0.39299999999999996,24,0.39299999999999996
2019-2020,Contra Costa,Martinez Unified,Briones (Alternative),Alternative Schools of Choice,Alternative School of Choice,K,12,64,16,0.25,16,0.25
2019-2020,Contra Costa,Martinez Unified,Alhambra Senior High,High Schools (Public),Traditional,9,12,1217,259,0.213,300,0.247
2019-2020,Contra Costa,Martinez Unified,John Muir Elementary,Elementary Schools (Public),Traditional,K,5,421,131,0.311,141,0.335
2019-2020,Contra Costa,Martinez Unified,John Swett Elementary,Elementary Schools (Public),Traditional,K,5,514,77,0.15,82,0.16
2019-2020,Contra Costa,Martinez Unified,Las Juntas Elementary,Elementary Schools (Public),Traditional,K,5,384,159,0.414,182,0.474
2019-2020,Contra Costa,Martinez Unified,Morello Park Elementary,Elementary Schools (Public),Traditional,K,5,542,67,0.124,70,0.129
2019-2020,Contra Costa,Martinez Unified,Martinez Junior High,Intermediate/Middle Schools (Public),Traditional,6,8,934,234,0.251,262,0.281
2019-2020,Contra Costa,Moraga Elementary,"Nonpublic, Nonsectarian Schools",,,,,3,0,0.0,0,0.0
2019-2020,Contra Costa,Moraga Elementary,Camino Pablo Elementary,Elementary Schools (Public),Traditional,K,5,349,6,0.017,6,0.017
2019-2020,Contra Costa,Moraga Elementary,Donald L. Rheem Elementary,Elementary Schools (Public),Traditional,K,5,420,24,0.057,24,0.057
2019-2020,Contra Costa,Moraga Elementary,Joaquin Moraga Intermediate,Intermediate/Middle Schools (Public),Traditional,6,8,673,19,0.027999999999999997,19,0.027999999999999997
2019-2020,Contra Costa,Moraga Elementary,Los Perales Elementary,Elementary Schools (Public),Traditional,K,5,410,11,0.027000000000000003,11,0.027000000000000003
2019-2020,Contra Costa,Mt. Diablo Unified,District Office,,,K,Adult,182,48,0.264,52,0.28600000000000003
2019-2020,Contra Costa,Mt. Diablo Unified,"Nonpublic, Nonsectarian Schools",,,,,105,32,0.305,33,0.314
2019-2020,Contra Costa,Mt. Diablo Unified,Delta View Elementary,Elementary Schools (Public),Traditional,K,5,669,264,0.395,303,0.45299999999999996
2019-2020,Contra Costa,Mt. Diablo Unified,Holbrook Language Academy,Elementary Schools (Public),Traditional,K,6,342,145,0.424,182,0.532
2019-2020,Contra Costa,Mt. Diablo Unified,Crossroads High,Alternative Schools of Choice,Alternative School of Choice,7,12,25,19,0.76,19,0.76
2019-2020,Contra Costa,Mt. Diablo Unified,Northgate High,High Schools (Public),Traditional,9,12,1487,136,0.091,155,0.10400000000000001
2019-2020,Contra Costa,Mt. Diablo Unified,Horizons School: Independent Study,Alternative Schools of Choice,Alternative School of Choice,K,12,192,51,0.266,54,0.281
2019-2020,Contra Costa,Mt. Diablo Unified,Gateway High (Continuation),Continuation High Schools,Continuation School,9,12,1,1,1.0,1,1.0
2019-2020,Contra Costa,Mt. Diablo Unified,Prospect High (Continuation),Continuation High Schools,Continuation School,9,12,51,15,0.294,20,0.392
2019-2020,Contra Costa,Mt. Diablo Unified,Summit High (Continuation),Continuation High Schools,Continuation School,9,12,95,49,0.516,51,0.537
2019-2020,Contra Costa,Mt. Diablo Unified,Diablo Community Day,District Community Day Schools,Community Day School,7,12,16,14,0.875,15,0.938
2019-2020,Contra Costa,Mt. Diablo Unified,College Park High,High Schools (Public),Traditional,9,12,2015,350,0.174,419,0.20800000000000002
2019-2020,Contra Costa,Mt. Diablo Unified,Concord High,High Schools (Public),Traditional,9,12,1295,548,0.423,639,0.493
2019-2020,Contra Costa,Mt. Diablo Unified,Mt. Diablo High,High Schools (Public),Traditional,9,12,1540,993,0.645,1091,0.708
2019-2020,Contra Costa,Mt. Diablo Unified,Olympic Continuation High,Continuation High Schools,Continuation School,9,12,253,164,0.648,173,0.684
2019-2020,Contra Costa,Mt. Diablo Unified,Ygnacio Valley High,High Schools (Public),Traditional,9,12,1285,790,0.615,893,0.695
2019-2020,Contra Costa,Mt. Diablo Unified,Ayers Elementary,Elementary Schools (Public),Traditional,K,5,432,110,0.255,130,0.301
2019-2020,Contra Costa,Mt. Diablo Unified,Bancroft Elementary,Elementary Schools (Public),Traditional,K,5,661,62,0.094,66,0.1
2019-2020,Contra Costa,Mt. Diablo Unified,Bel Air Elementary,Elementary Schools (Public),Traditional,K,5,477,392,0.8220000000000001,431,0.904
2019-2020,Contra Costa,Mt. Diablo Unified,Cambridge Elementary,Elementary Schools (Public),Traditional,K,5,567,493,0.8690000000000001,528,0.9309999999999999
2019-2020,Contra Costa,Mt. Diablo Unified,El Dorado Middle,Intermediate/Middle Schools (Public),Traditional,6,8,873,466,0.534,536,0.614
2019-2020,Contra Costa,Mt. Diablo Unified,El Monte Elementary,Elementary Schools (Public),Traditional,K,5,430,246,0.5720000000000001,273,0.635
2019-2020,Contra Costa,Mt. Diablo Unified,Fair Oaks Elementary,Elementary Schools (Public),Traditional,K,5,328,220,0.6709999999999999,235,0.716
2019-2020,Contra Costa,Mt. Diablo Unified,Foothill Middle,Intermediate/Middle Schools (Public),Traditional,6,8,903,76,0.084,94,0.10400000000000001
2019-2020,Contra Costa,Mt. Diablo Unified,Hidden Valley Elementary,Elementary Schools (Public),Traditional,K,5,879,213,0.242,248,0.282
2019-2020,Contra Costa,Mt. Diablo Unified,Highlands Elementary,Elementary Schools (Public),Traditional,K,5,529,75,0.142,85,0.161
2019-2020,Contra Costa,Mt. Diablo Unified,Meadow Homes Elementary,Elementary Schools (Public),Traditional,K,5,839,676,0.8059999999999999,745,0.888
2019-2020,Contra Costa,Mt. Diablo Unified,Monte Gardens Elementary,Elementary Schools (Public),Traditional,K,5,508,100,0.19699999999999998,114,0.22399999999999998
2019-2020,Contra Costa,Mt. Diablo Unified,Mountain View Elementary,Elementary Schools (Public),Traditional,K,5,323,120,0.37200000000000005,134,0.415
2019-2020,Contra Costa,Mt. Diablo Unified,Mt. Diablo Elementary,Elementary Schools (Public),Traditional,K,5,786,53,0.067,58,0.07400000000000001
2019-2020,Contra Costa,Mt. Diablo Unified,Oak Grove Middle,Intermediate/Middle Schools (Public),Traditional,6,8,790,624,0.79,691,0.875
2019-2020,Contra Costa,Mt. Diablo Unified,Pine Hollow Middle,Intermediate/Middle Schools (Public),Traditional,6,8,569,186,0.327,204,0.359
2019-2020,Contra Costa,Mt. Diablo Unified,Sunrise (Special Education),Special Education Schools (Public),Special Education School,K,8,29,18,0.621,20,0.69
2019-2020,Contra Costa,Mt. Diablo Unified,Pleasant Hill Elementary,Elementary Schools (Public),Traditional,K,5,637,140,0.22,153,0.24
2019-2020,Contra Costa,Mt. Diablo Unified,Sequoia Elementary,Elementary Schools (Public),Traditional,K,5,576,61,0.106,70,0.122
2019-2020,Contra Costa,Mt. Diablo Unified,Riverview Middle,Intermediate/Middle Schools (Public),Traditional,6,8,842,650,0.772,706,0.838
2019-2020,Contra Costa,Mt. Diablo Unified,Shore Acres Elementary,Elementary Schools (Public),Traditional,K,5,478,384,0.8029999999999999,426,0.8909999999999999
2019-2020,Contra Costa,Mt. Diablo Unified,Silverwood Elementary,Elementary Schools (Public),Traditional,K,5,530,177,0.33399999999999996,194,0.366
2019-2020,Contra Costa,Mt. Diablo Unified,Strandwood Elementary,Elementary Schools (Public),Traditional,K,5,599,66,0.11,72,0.12
2019-2020,Contra Costa,Mt. Diablo Unified,Sun Terrace Elementary,Elementary Schools (Public),Traditional,K,5,456,265,0.581,305,0.669
2019-2020,Contra Costa,Mt. Diablo Unified,Valhalla Elementary,Elementary Schools (Public),Traditional,K,5,574,85,0.14800000000000002,101,0.17600000000000002
2019-2020,Contra Costa,Mt. Diablo Unified,Valle Verde Elementary,Elementary Schools (Public),Traditional,K,5,468,32,0.068,35,0.075
2019-2020,Contra Costa,Mt. Diablo Unified,Valley View Middle,Intermediate/Middle Schools (Public),Traditional,6,8,795,214,0.26899999999999996,243,0.306
2019-2020,Contra Costa,Mt. Diablo Unified,Walnut Acres Elementary,Elementary Schools (Public),Traditional,K,5,633,33,0.052000000000000005,37,0.057999999999999996
2019-2020,Contra Costa,Mt. Diablo Unified,Westwood Elementary,Elementary Schools (Public),Traditional,K,5,297,106,0.35700000000000004,120,0.40399999999999997
2019-2020,Contra Costa,Mt. Diablo Unified,Woodside Elementary,Elementary Schools (Public),Traditional,K,5,321,113,0.35200000000000004,127,0.396
