Academic Year,County Name,District Name,School Name,School Type,Educational_Type,Low Grade,High Grade,1819_Enrollment,1819_Free_Meal_Count,1819_Free_Meal_Percent,1819_FRPM_Count,1819_FRPM_Percent
2018-2019,Monterey,Salinas City Elementary,Mission Park Elementary,Elementary Schools (Public),Traditional,K,6,670,317,0.473,364,0.5429999999999999
2018-2019,Monterey,Salinas City Elementary,Monterey Park Elementary,Elementary Schools (Public),Traditional,K,6,561,419,0.747,450,0.802
2018-2019,Monterey,Salinas City Elementary,Natividad Elementary,Elementary Schools (Public),Traditional,K,6,656,570,0.8690000000000001,601,0.9159999999999999
2018-2019,Monterey,Salinas City Elementary,Roosevelt Elementary,Elementary Schools (Public),Traditional,K,6,579,520,0.898,538,0.929
2018-2019,Monterey,Salinas City Elementary,Sherwood Elementary,Elementary Schools (Public),Traditional,K,6,937,884,0.943,899,0.9590000000000001
2018-2019,Monterey,Salinas City Elementary,University Park Elementary,Elementary Schools (Public),Traditional,K,6,544,394,0.7240000000000001,432,0.794
2018-2019,Monterey,Salinas City Elementary,Laurel Wood Elementary,Elementary Schools (Public),Traditional,K,6,480,301,0.627,341,0.71
2018-2019,Monterey,Salinas Union High,El Puente,Alternative Schools of Choice,Alternative School of Choice,7,12,245,175,0.7140000000000001,181,0.7390000000000001
2018-2019,Monterey,Salinas Union High,Alisal High,High Schools (Public),Traditional,9,12,2904,2192,0.755,2444,0.8420000000000001
2018-2019,Monterey,Salinas Union High,Everett Alvarez High,High Schools (Public),Traditional,9,12,2664,1641,0.616,1845,0.693
2018-2019,Monterey,Salinas Union High,Carr Lake Community Day,District Community Day Schools,Community Day School,7,12,19,17,0.895,18,0.9470000000000001
2018-2019,Monterey,Salinas Union High,North Salinas High,High Schools (Public),Traditional,9,12,2285,1386,0.607,1564,0.684
2018-2019,Monterey,Salinas Union High,Mount Toro High,Continuation High Schools,Continuation School,9,12,175,143,0.8170000000000001,152,0.8690000000000001
2018-2019,Monterey,Salinas Union High,Salinas High,High Schools (Public),Traditional,9,12,2661,1319,0.496,1439,0.541
2018-2019,Monterey,Salinas Union High,El Sausal Middle,Intermediate/Middle Schools (Public),Traditional,7,8,1160,963,0.83,1048,0.903
2018-2019,Monterey,Salinas Union High,Washington Middle,Intermediate/Middle Schools (Public),Traditional,7,8,1265,833,0.6579999999999999,906,0.716
2018-2019,Monterey,Salinas Union High,Harden Middle,Intermediate/Middle Schools (Public),Traditional,7,8,1239,791,0.638,873,0.705
2018-2019,Monterey,Salinas Union High,La Paz Middle,Intermediate/Middle Schools (Public),Traditional,7,8,1201,997,0.83,1065,0.887
2018-2019,Monterey,San Antonio Union Elementary,San Antonio Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,120,52,0.433,60,0.5
2018-2019,Monterey,San Ardo Union Elementary,San Ardo Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,110,81,0.736,100,0.909
2018-2019,Monterey,San Lucas Union Elementary,San Lucas Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,73,64,0.877,65,0.89
2018-2019,Monterey,Santa Rita Union Elementary,New Republic Elementary,Elementary Schools (Public),Traditional,K,5,628,288,0.45899999999999996,355,0.565
2018-2019,Monterey,Santa Rita Union Elementary,Bolsa Knolls Middle,Intermediate/Middle Schools (Public),Traditional,6,8,656,347,0.529,405,0.617
2018-2019,Monterey,Santa Rita Union Elementary,La Joya Elementary,Elementary Schools (Public),Traditional,K,5,564,338,0.599,399,0.7070000000000001
2018-2019,Monterey,Santa Rita Union Elementary,Santa Rita Elementary,Elementary Schools (Public),Traditional,K,5,672,482,0.7170000000000001,517,0.769
2018-2019,Monterey,Santa Rita Union Elementary,Gavilan View Middle,Intermediate/Middle Schools (Public),Traditional,6,8,667,400,0.6,467,0.7
2018-2019,Monterey,Santa Rita Union Elementary,McKinnon,Elementary Schools (Public),Traditional,K,5,459,266,0.58,309,0.6729999999999999
2018-2019,Monterey,Spreckels Union Elementary,Spreckels Elementary,Elementary Schools (Public),Traditional,K,5,637,93,0.146,102,0.16
2018-2019,Monterey,Spreckels Union Elementary,Buena Vista Middle,Intermediate/Middle Schools (Public),Traditional,6,8,344,51,0.14800000000000002,58,0.16899999999999998
2018-2019,Monterey,Washington Union Elementary,San Benancio Middle,Intermediate/Middle Schools (Public),Traditional,6,8,317,29,0.091,29,0.091
2018-2019,Monterey,Washington Union Elementary,Washington Elementary,Elementary Schools (Public),Traditional,4,5,198,21,0.106,21,0.106
2018-2019,Monterey,Washington Union Elementary,Toro Park Elementary,Elementary Schools (Public),Traditional,K,3,378,45,0.11900000000000001,45,0.11900000000000001
2018-2019,Monterey,North Monterey County Unified,North Monterey County High,High Schools (Public),Traditional,9,12,1263,855,0.677,1020,0.8079999999999999
2018-2019,Monterey,North Monterey County Unified,North Monterey County Center for Independent Study,Alternative Schools of Choice,Alternative School of Choice,K,12,128,89,0.695,96,0.75
2018-2019,Monterey,North Monterey County Unified,Central Bay High (Continuation),Continuation High Schools,Continuation School,9,12,39,31,0.795,36,0.9229999999999999
2018-2019,Monterey,North Monterey County Unified,Castroville Elementary,Elementary Schools (Public),Traditional,K,6,624,535,0.857,582,0.9329999999999999
2018-2019,Monterey,North Monterey County Unified,Echo Valley Elementary,Elementary Schools (Public),Traditional,K,6,492,384,0.78,429,0.872
2018-2019,Monterey,North Monterey County Unified,Elkhorn Elementary,Elementary Schools (Public),Traditional,K,6,698,531,0.7609999999999999,600,0.86
2018-2019,Monterey,North Monterey County Unified,North Monterey County Middle,Intermediate/Middle Schools (Public),Traditional,7,8,682,515,0.755,593,0.87
2018-2019,Monterey,North Monterey County Unified,Prunedale Elementary,Elementary Schools (Public),Traditional,K,6,669,480,0.7170000000000001,546,0.816
2018-2019,Monterey,Big Sur Unified,Big Sur Charter,K-12 Schools (Public),Traditional,K,12,101,17,0.168,21,0.20800000000000002
2018-2019,Monterey,Big Sur Unified,Pacific Valley (K-12),K-12 Schools (Public),Traditional,K,12,15,11,0.733,11,0.733
2018-2019,Monterey,Soledad Unified,Pinnacles High,Continuation High Schools,Continuation School,9,12,44,38,0.8640000000000001,39,0.8859999999999999
2018-2019,Monterey,Soledad Unified,Frank Ledesma Elementary,Elementary Schools (Public),Traditional,K,6,542,440,0.812,474,0.875
2018-2019,Monterey,Soledad Unified,Jack Franscioni Elementary,Elementary Schools (Public),Traditional,K,6,571,448,0.785,484,0.848
2018-2019,Monterey,Soledad Unified,Soledad High,High Schools (Public),Traditional,9,12,1492,1269,0.851,1316,0.882
2018-2019,Monterey,Soledad Unified,Main Street Middle,Intermediate/Middle Schools (Public),Traditional,7,8,795,693,0.872,731,0.919
2018-2019,Monterey,Soledad Unified,San Vicente Elementary,Elementary Schools (Public),Traditional,P,6,516,442,0.857,464,0.899
2018-2019,Monterey,Soledad Unified,Gabilan Elementary,Elementary Schools (Public),Traditional,K,6,465,453,0.9740000000000001,459,0.987
2018-2019,Monterey,Soledad Unified,Rose Ferrero Elementary,Elementary Schools (Public),Traditional,P,6,480,405,0.8440000000000001,420,0.875
2018-2019,Monterey,Gonzales Unified,Somavia High,Continuation High Schools,Continuation School,9,12,28,19,0.679,19,0.679
2018-2019,Monterey,Gonzales Unified,Gonzales High,High Schools (Public),Traditional,9,12,817,532,0.6509999999999999,584,0.715
2018-2019,Monterey,Gonzales Unified,Fairview Middle,Intermediate/Middle Schools (Public),Traditional,5,8,728,513,0.705,564,0.775
2018-2019,Monterey,Gonzales Unified,La Gloria Elementary,Elementary Schools (Public),Traditional,K,4,796,583,0.732,660,0.8290000000000001
2018-2019,Napa,Napa County Office of Education,Napa County Juvenile Hall/Court,Juvenile Court Schools,Juvenile Court School,7,12,15,15,1.0,15,1.0
2018-2019,Napa,Napa County Office of Education,Napa County Community,County Community,County Community School,K,12,98,66,0.6729999999999999,74,0.755
2018-2019,Napa,Calistoga Joint Unified,Palisades High (Continuation),Continuation High Schools,Continuation School,9,12,9,4,0.444,6,0.667
2018-2019,Napa,Calistoga Joint Unified,Calistoga Junior-Senior High,High Schools (Public),Traditional,7,12,379,204,0.5379999999999999,247,0.652
2018-2019,Napa,Calistoga Joint Unified,Calistoga Elementary,Elementary Schools (Public),Traditional,K,6,477,292,0.612,341,0.715
2018-2019,Napa,Howell Mountain Elementary,Howell Mountain Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,81,37,0.457,43,0.531
2018-2019,Napa,Napa Valley Unified,"Nonpublic, Nonsectarian Schools",,,,,15,5,0.33299999999999996,5,0.33299999999999996
2018-2019,Napa,Napa Valley Unified,Harvest Middle,Intermediate/Middle Schools (Public),Traditional,6,8,799,439,0.5489999999999999,506,0.633
2018-2019,Napa,Napa Valley Unified,Napa Valley Independent Studies,Alternative Schools of Choice,Alternative School of Choice,K,12,149,41,0.275,41,0.275
2018-2019,Napa,Napa Valley Unified,Stone Bridge,Elementary Schools (Public),Traditional,K,8,269,12,0.045,12,0.045
2018-2019,Napa,Napa Valley Unified,Canyon Oaks Elementary,Elementary Schools (Public),Traditional,K,5,682,195,0.28600000000000003,259,0.38
2018-2019,Napa,Napa Valley Unified,American Canyon High,High Schools (Public),Traditional,9,12,1617,424,0.262,525,0.325
2018-2019,Napa,Napa Valley Unified,Willow Elementary,Elementary Schools (Public),Traditional,K,5,387,155,0.401,192,0.496
2018-2019,Napa,Napa Valley Unified,Vintage High,High Schools (Public),Traditional,9,12,1801,603,0.335,716,0.39799999999999996
2018-2019,Napa,Napa Valley Unified,New Technology High,Alternative Schools of Choice,Alternative School of Choice,9,12,417,119,0.285,150,0.36
2018-2019,Napa,Napa Valley Unified,Valley Oak High,Continuation High Schools,Continuation School,10,12,173,94,0.5429999999999999,109,0.63
2018-2019,Napa,Napa Valley Unified,Napa High,High Schools (Public),Traditional,9,12,1892,831,0.439,987,0.522
2018-2019,Napa,Napa Valley Unified,Alta Heights Elementary,Elementary Schools (Public),Traditional,K,5,295,118,0.4,130,0.441
2018-2019,Napa,Napa Valley Unified,Bel Aire Park Elementary,Elementary Schools (Public),Traditional,K,5,415,212,0.511,259,0.624
2018-2019,Napa,Napa Valley Unified,Browns Valley Elementary,Elementary Schools (Public),Traditional,K,5,525,145,0.276,161,0.307
2018-2019,Napa,Napa Valley Unified,Donaldson Way Elementary,Elementary Schools (Public),Traditional,K,5,591,174,0.294,235,0.39799999999999996
2018-2019,Napa,Napa Valley Unified,McPherson Elementary,Elementary Schools (Public),Traditional,K,5,428,324,0.757,374,0.8740000000000001
2018-2019,Napa,Napa Valley Unified,Mt. George International,Elementary Schools (Public),Traditional,K,5,240,42,0.175,49,0.204
2018-2019,Napa,Napa Valley Unified,Napa Junction Elementary,Elementary Schools (Public),Traditional,P,5,409,187,0.457,244,0.597
2018-2019,Napa,Napa Valley Unified,Northwood Elementary,Elementary Schools (Public),Traditional,K,5,397,137,0.345,160,0.40299999999999997
2018-2019,Napa,Napa Valley Unified,Phillips Elementary,Elementary Schools (Public),Traditional,K,5,402,266,0.662,319,0.794
2018-2019,Napa,Napa Valley Unified,Pueblo Vista Elementary,Elementary Schools (Public),Traditional,K,5,407,169,0.415,207,0.509
2018-2019,Napa,Napa Valley Unified,Shearer Elementary,Elementary Schools (Public),Traditional,K,5,480,355,0.74,417,0.8690000000000001
2018-2019,Napa,Napa Valley Unified,Snow Elementary,Elementary Schools (Public),Traditional,K,5,394,281,0.713,320,0.812
2018-2019,Napa,Napa Valley Unified,Vichy Elementary,Elementary Schools (Public),Traditional,K,5,361,59,0.163,62,0.172
2018-2019,Napa,Napa Valley Unified,West Park Elementary,Elementary Schools (Public),Traditional,K,5,313,113,0.361,135,0.431
2018-2019,Napa,Napa Valley Unified,Napa Valley Language Academy,Elementary Schools (Public),Traditional,K,6,664,286,0.431,345,0.52
2018-2019,Napa,Napa Valley Unified,Yountville Elementary,Elementary Schools (Public),Traditional,K,5,119,18,0.151,27,0.22699999999999998
2018-2019,Napa,Napa Valley Unified,Redwood Middle,Intermediate/Middle Schools (Public),Traditional,6,8,956,427,0.447,499,0.522
2018-2019,Napa,Napa Valley Unified,Silverado Middle,Intermediate/Middle Schools (Public),Traditional,6,8,849,448,0.528,531,0.625
2018-2019,Napa,Napa Valley Unified,River Charter,Intermediate/Middle Schools (Public),Traditional,6,8,390,75,0.192,84,0.215
2018-2019,Napa,Napa Valley Unified,American Canyon Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1013,329,0.325,426,0.42100000000000004
2018-2019,Napa,Pope Valley Union Elementary,Pope Valley Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,50,30,0.6,33,0.66
2018-2019,Napa,Saint Helena Unified,Saint Helena High,High Schools (Public),Traditional,9,12,497,149,0.3,170,0.342
2018-2019,Napa,Saint Helena Unified,Robert Louis Stevenson Intermediate,Intermediate/Middle Schools (Public),Traditional,6,8,270,92,0.341,108,0.4
2018-2019,Napa,Saint Helena Unified,Saint Helena Elementary,Elementary Schools (Public),Traditional,3,5,241,88,0.365,106,0.44
2018-2019,Napa,Saint Helena Unified,Saint Helena Primary,Elementary Schools (Public),Traditional,K,2,259,90,0.34700000000000003,109,0.42100000000000004
2018-2019,Nevada,Nevada County Office of Education,Bitney Prep High,High Schools (Public),Traditional,9,12,95,45,0.474,48,0.505
2018-2019,Nevada,Nevada County Office of Education,Yuba River Charter,Elementary Schools (Public),Traditional,K,8,304,146,0.48,156,0.513
2018-2019,Nevada,Nevada County Office of Education,Nevada City School of the Arts,Elementary Schools (Public),Traditional,K,8,443,196,0.442,213,0.48100000000000004
2018-2019,Nevada,Nevada County Office of Education,Sierra Montessori Academy,Elementary Schools (Public),Traditional,K,8,122,63,0.516,65,0.5329999999999999
2018-2019,Nevada,Nevada County Office of Education,Earle Jamieson Educational Options,County Community,County Community School,7,12,15,12,0.8,12,0.8
2018-2019,Nevada,Nevada County Office of Education,"Sugarloaf Mountain, Juvenile Hall Program",Juvenile Court Schools,Juvenile Court School,6,12,4,4,1.0,4,1.0
2018-2019,Nevada,Nevada County Office of Education,Forest Charter,K-12 Schools (Public),Traditional,K,12,706,251,0.35600000000000004,301,0.426
2018-2019,Nevada,Nevada County Office of Education,Twin Ridges Home Study Charter,Elementary Schools (Public),Traditional,K,8,154,65,0.42200000000000004,75,0.48700000000000004
2018-2019,Nevada,Nevada County Office of Education,EPIC de Cesar Chavez,High Schools (Public),Traditional,9,12,440,315,0.716,365,0.83
2018-2019,Nevada,Nevada County Office of Education,John Muir Charter,High Schools (Public),Traditional,9,12,739,630,0.853,701,0.9490000000000001
2018-2019,Nevada,Nevada County Office of Education,Nevada County Special Education,Special Education Schools (Public),Special Education School,K,12,44,21,0.47700000000000004,31,0.705
2018-2019,Nevada,Chicago Park Elementary,Chicago Park Community Charter,Elementary Schools (Public),Traditional,K,8,64,36,0.563,39,0.609
2018-2019,Nevada,Chicago Park Elementary,Chicago Park Elementary,Elementary Schools (Public),Traditional,K,8,119,54,0.45399999999999996,59,0.496
2018-2019,Nevada,Clear Creek Elementary,Clear Creek Elementary,Elemen Schools In 1 School Dist. (Public),Traditional,K,8,157,57,0.363,58,0.369
2018-2019,Nevada,Grass Valley Elementary,Bell Hill Academy,Elementary Schools (Public),Traditional,K,4,223,119,0.534,144,0.6459999999999999
2018-2019,Nevada,Grass Valley Elementary,Lyman Gilmore Middle,Intermediate/Middle Schools (Public),Traditional,5,8,554,356,0.643,403,0.727
2018-2019,Nevada,Grass Valley Elementary,Margaret G. Scotten Elementary,Elementary Schools (Public),Traditional,K,4,507,342,0.675,375,0.74
2018-2019,Nevada,Grass Valley Elementary,Grass Valley Charter,Elementary Schools (Public),Traditional,K,8,517,141,0.273,149,0.28800000000000003
2018-2019,Nevada,Nevada City Elementary,Seven Hills Intermediate,Intermediate/Middle Schools (Public),Traditional,5,8,350,101,0.289,120,0.34299999999999997
2018-2019,Nevada,Nevada City Elementary,Deer Creek Elementary,Elementary Schools (Public),Traditional,P,4,384,134,0.349,152,0.396
2018-2019,Nevada,Nevada City Elementary,Nevada City Charter,Elementary Schools (Public),Traditional,K,8,67,35,0.522,35,0.522
2018-2019,Nevada,Nevada Joint Union High,"Nonpublic, Nonsectarian Schools",,,,,12,11,0.917,11,0.917
2018-2019,Nevada,Nevada Joint Union High,William & Marian Ghidotti High,Alternative Schools of Choice,Alternative School of Choice,9,12,169,37,0.21899999999999997,47,0.278
2018-2019,Nevada,Nevada Joint Union High,Sierra Academy of Expeditionary Learning,High Schools (Public),Traditional,9,12,179,56,0.313,56,0.313
2018-2019,Nevada,Nevada Joint Union High,North Point Academy,Alternative Schools of Choice,Alternative School of Choice,9,12,85,42,0.494,45,0.529
2018-2019,Nevada,Nevada Joint Union High,Bear River High,High Schools (Public),Traditional,9,12,615,128,0.20800000000000002,151,0.24600000000000002
2018-2019,Nevada,Nevada Joint Union High,Silver Springs High (Continuation),Continuation High Schools,Continuation School,9,12,152,105,0.691,107,0.7040000000000001
2018-2019,Nevada,Nevada Joint Union High,NU Tech High,Continuation High Schools,Continuation School,9,12,32,12,0.375,12,0.375
2018-2019,Nevada,Nevada Joint Union High,Nevada Union High,High Schools (Public),Traditional,9,12,1531,566,0.37,642,0.419
2018-2019,Nevada,Pleasant Ridge Union Elementary,"Nonpublic, Nonsectarian Schools",,,,,2,1,0.5,1,0.5
2018-2019,Nevada,Pleasant Ridge Union Elementary,Arete Charter Academy,Elementary Schools (Public),Traditional,K,8,46,9,0.196,10,0.217
2018-2019,Nevada,Pleasant Ridge Union Elementary,Magnolia Intermediate,Intermediate/Middle Schools (Public),Traditional,6,8,386,117,0.303,122,0.316
2018-2019,Nevada,Pleasant Ridge Union Elementary,Cottage Hill Elementary,Elementary Schools (Public),Traditional,K,5,406,128,0.315,135,0.33299999999999996
2018-2019,Nevada,Pleasant Ridge Union Elementary,Alta Sierra Elementary,Elementary Schools (Public),Traditional,K,5,308,93,0.302,109,0.354
2018-2019,Nevada,Union Hill Elementary,"Nonpublic, Nonsectarian Schools",,,,,1,1,1.0,1,1.0
2018-2019,Nevada,Union Hill Elementary,Union Hill Middle,Intermediate/Middle Schools (Public),Traditional,7,8,125,52,0.41600000000000004,55,0.44
2018-2019,Nevada,Union Hill Elementary,Union Hill Elementary,Elementary Schools (Public),Traditional,K,6,585,248,0.424,265,0.45299999999999996
2018-2019,Nevada,Twin Ridges Elementary,Washington Elementary,Elementary Schools (Public),Traditional,K,8,6,3,0.5,4,0.667
2018-2019,Nevada,Twin Ridges Elementary,Grizzly Hill,Elementary Schools (Public),Traditional,K,8,91,75,0.8240000000000001,86,0.945
2018-2019,Nevada,Penn Valley Union Elementary,"Nonpublic, Nonsectarian Schools",,,,,1,1,1.0,1,1.0
2018-2019,Nevada,Penn Valley Union Elementary,Ready Springs Elementary,Elementary Schools (Public),Traditional,K,8,350,176,0.503,203,0.58
2018-2019,Nevada,Penn Valley Union Elementary,Williams Ranch Elementary,Elementary Schools (Public),Traditional,K,5,203,89,0.43799999999999994,96,0.473
2018-2019,Nevada,Penn Valley Union Elementary,Vantage Point Charter,K-12 Schools (Public),Traditional,K,12,37,25,0.6759999999999999,25,0.6759999999999999
2018-2019,Orange,Orange County Department of Education,Samueli Academy,High Schools (Public),Traditional,9,12,529,278,0.526,346,0.654
2018-2019,Orange,Orange County Department of Education,Vista Heritage Global Academy,Intermediate/Middle Schools (Public),Traditional,6,8,275,274,0.996,274,0.996
2018-2019,Orange,Orange County Department of Education,College and Career Preparatory Academy,High Schools (Public),Traditional,9,12,241,216,0.8959999999999999,234,0.971
2018-2019,Orange,Orange County Department of Education,Oxford Preparatory Academy - Saddleback Valley,Elementary Schools (Public),Traditional,K,8,595,61,0.10300000000000001,73,0.12300000000000001
2018-2019,Orange,Orange County Department of Education,Unity Middle College High,High Schools (Public),Traditional,9,12,79,36,0.456,36,0.456
2018-2019,Orange,Orange County Department of Education,Ednovate - Legacy College Prep.,High Schools (Public),Traditional,9,12,305,185,0.607,215,0.705
2018-2019,Orange,Orange County Department of Education,Orange County Academy of Sciences and Arts,Elementary Schools (Public),Traditional,K,8,360,42,0.11699999999999999,42,0.11699999999999999
2018-2019,Orange,Orange County Department of Education,EPIC Charter (Excellence Performance Innovation Citizenship),K-12 Schools (Public),Traditional,K,12,626,318,0.508,336,0.537
2018-2019,Orange,Orange County Department of Education,Scholarship Prep Charter,Elementary Schools (Public),Traditional,K,8,436,328,0.752,377,0.865
2018-2019,Orange,Orange County Department of Education,Orange County Workforce Innovation High,High Schools (Public),Traditional,9,12,209,157,0.7509999999999999,166,0.794
2018-2019,Orange,Orange County Department of Education,Citrus Springs Charter,K-12 Schools (Public),Traditional,K,12,256,138,0.539,174,0.68
2018-2019,Orange,Orange County Department of Education,Vista Condor Global Academy,Elementary Schools (Public),Traditional,K,5,132,126,0.955,129,0.977
2018-2019,Orange,Orange County Department of Education,Tomorrow's Leadership Collaborative (TLC) Charter,Elementary Schools (Public),Traditional,K,8,58,17,0.293,18,0.31
2018-2019,Orange,Orange County Department of Education,ACCESS Juvenile Hall,Juvenile Court Schools,Juvenile Court School,K,12,299,299,1.0,299,1.0
2018-2019,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,Opportunity Schools,Opportunity School,K,12,613,161,0.263,167,0.272
2018-2019,Orange,Orange County Department of Education,ACCESS County Community,County Community,County Community School,K,12,1566,1261,0.805,1336,0.853
2018-2019,Orange,Orange County Department of Education,Orange County Special Education,Special Education Schools (Public),Special Education School,K,12,376,105,0.27899999999999997,118,0.314
2018-2019,Orange,Anaheim Elementary,"Nonpublic, Nonsectarian Schools",,,,,10,7,0.7,7,0.7
2018-2019,Orange,Anaheim Elementary,Orange Grove Elementary,Elementary Schools (Public),Traditional,K,6,627,532,0.848,572,0.912
2018-2019,Orange,Anaheim Elementary,Ponderosa Elementary,Elementary Schools (Public),Traditional,K,6,995,848,0.852,925,0.93
2018-2019,Orange,Anaheim Elementary,GOALS Academy,Elementary Schools (Public),Traditional,K,6,243,127,0.523,157,0.6459999999999999
2018-2019,Orange,Anaheim Elementary,Lincoln (Abraham) Elementary,Elementary Schools (Public),Traditional,K,6,1030,777,0.754,875,0.85
2018-2019,Orange,Anaheim Elementary,Price (Adelaide) Elementary,Elementary Schools (Public),Traditional,K,6,752,483,0.642,578,0.769
2018-2019,Orange,Anaheim Elementary,Stoddard (Alexander J.) Elementary,Elementary Schools (Public),Traditional,K,6,762,533,0.6990000000000001,616,0.8079999999999999
2018-2019,Orange,Anaheim Elementary,Juarez (Benito) Elementary,Elementary Schools (Public),Traditional,K,6,841,456,0.542,572,0.68
2018-2019,Orange,Anaheim Elementary,Franklin (Benjamin) Elementary,Elementary Schools (Public),Traditional,K,6,730,542,0.742,627,0.8590000000000001
2018-2019,Orange,Anaheim Elementary,Ross (Betsy) Elementary,Elementary Schools (Public),Traditional,K,6,975,728,0.747,841,0.863
2018-2019,Orange,Anaheim Elementary,Barton (Clara) Elementary,Elementary Schools (Public),Traditional,K,6,693,477,0.688,547,0.789
2018-2019,Orange,Anaheim Elementary,Mann (Horace) Elementary,Elementary Schools (Public),Traditional,K,6,807,652,0.8079999999999999,724,0.897
2018-2019,Orange,Anaheim Elementary,Guinn (James M.) Elementary,Elementary Schools (Public),Traditional,K,6,666,516,0.775,577,0.866
2018-2019,Orange,Anaheim Elementary,Madison (James) Elementary,Elementary Schools (Public),Traditional,K,6,589,408,0.693,469,0.7959999999999999
2018-2019,Orange,Anaheim Elementary,Marshall (John) Elementary,Elementary Schools (Public),Traditional,K,6,773,586,0.758,669,0.865
2018-2019,Orange,Anaheim Elementary,Loara Elementary,Elementary Schools (Public),Traditional,K,6,524,369,0.7040000000000001,431,0.823
2018-2019,Orange,Anaheim Elementary,Gauer (Melbourne A.) Elementary,Elementary Schools (Public),Traditional,K,6,647,490,0.757,552,0.853
2018-2019,Orange,Anaheim Elementary,Palm Lane Elementary Charter,Elementary Schools (Public),Traditional,K,6,408,266,0.652,276,0.6759999999999999
2018-2019,Orange,Anaheim Elementary,Henry (Patrick) Elementary,Elementary Schools (Public),Traditional,K,6,557,429,0.77,482,0.865
2018-2019,Orange,Anaheim Elementary,Revere (Paul) Elementary,Elementary Schools (Public),Traditional,K,6,848,661,0.779,739,0.871
2018-2019,Orange,Anaheim Elementary,Sunkist Elementary,Elementary Schools (Public),Traditional,K,6,698,548,0.785,612,0.877
2018-2019,Orange,Anaheim Elementary,Roosevelt (Theodore) Elementary,Elementary Schools (Public),Traditional,K,6,435,302,0.6940000000000001,362,0.8320000000000001
2018-2019,Orange,Anaheim Elementary,Edison (Thomas) Elementary,Elementary Schools (Public),Traditional,K,6,875,742,0.848,812,0.9279999999999999
2018-2019,Orange,Anaheim Elementary,Jefferson (Thomas) Elementary,Elementary Schools (Public),Traditional,K,6,562,420,0.747,475,0.845
2018-2019,Orange,Anaheim Elementary,Olive Street Elementary,Elementary Schools (Public),Traditional,K,6,568,487,0.857,524,0.9229999999999999
2018-2019,Orange,Anaheim Elementary,Westmont Elementary,Elementary Schools (Public),Traditional,K,6,727,545,0.75,635,0.873
2018-2019,Orange,Anaheim Union High,"Nonpublic, Nonsectarian Schools",,,,,22,5,0.22699999999999998,5,0.22699999999999998
2018-2019,Orange,Anaheim Union High,Cypress High,High Schools (Public),Traditional,9,12,2903,882,0.304,1069,0.368
2018-2019,Orange,Anaheim Union High,Anaheim High,High Schools (Public),Traditional,9,12,3099,2348,0.758,2675,0.863
2018-2019,Orange,Anaheim Union High,Polaris High (Alternative),Alternative Schools of Choice,Alternative School of Choice,7,12,105,70,0.667,71,0.6759999999999999
2018-2019,Orange,Anaheim Union High,Oxford Academy,High Schools (Public),Traditional,7,12,1250,371,0.297,446,0.35700000000000004
2018-2019,Orange,Anaheim Union High,Gilbert High (Continuation),Continuation High Schools,Continuation School,9,12,670,511,0.763,542,0.809
2018-2019,Orange,Anaheim Union High,Katella High,High Schools (Public),Traditional,9,12,2718,1906,0.701,2199,0.809
2018-2019,Orange,Anaheim Union High,John F. Kennedy High,High Schools (Public),Traditional,9,12,2435,987,0.405,1203,0.494
2018-2019,Orange,Anaheim Union High,Loara High,High Schools (Public),Traditional,9,12,1994,1394,0.6990000000000001,1606,0.805
2018-2019,Orange,Anaheim Union High,Magnolia High,High Schools (Public),Traditional,9,12,1702,1338,0.7859999999999999,1475,0.867
2018-2019,Orange,Anaheim Union High,Savanna High,High Schools (Public),Traditional,9,12,1863,1283,0.6890000000000001,1484,0.797
2018-2019,Orange,Anaheim Union High,Western High,High Schools (Public),Traditional,9,12,1942,1390,0.716,1545,0.7959999999999999
2018-2019,Orange,Anaheim Union High,Brookhurst Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,1097,805,0.7340000000000001,927,0.845
2018-2019,Orange,Anaheim Union High,Dale Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,1047,866,0.8270000000000001,939,0.897
2018-2019,Orange,Anaheim Union High,Orangeview Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,871,657,0.754,732,0.84
2018-2019,Orange,Anaheim Union High,South Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,1532,1152,0.752,1329,0.867
2018-2019,Orange,Anaheim Union High,Sycamore Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,1337,1092,0.8170000000000001,1220,0.912
2018-2019,Orange,Anaheim Union High,Walker Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,1027,486,0.473,566,0.551
2018-2019,Orange,Anaheim Union High,Ball Junior High,Intermediate/Middle Schools (Public),Traditional,7,8,961,749,0.779,848,0.882
2018-2019,Orange,Anaheim Union High,Hope,Special Education Schools (Public),Special Education School,7,Adult,237,123,0.519,156,0.6579999999999999
